p.value	odds_ratio	overlap	adj_p.value	genes
Metabolism R-HSA-1430728	9.7750312836612e-13	4.38148605817074	55/900	2.59429330268368e-09	ADCY1;PRKAG2;NCOA2;RXRA;HDAC3;PPARA;ACACB;NCOA1;PLA2G6;DGAT2;DGAT1;XDH;LPL;PPARG;NCOR2;L2HGDH;DLD;DLST;ADHFE1;GLYAT;ACSM2B;ACSM2A;CYP4F11;CYP2C19;CYP4F3;ASPG;NPAS2;HADH;ACADS;ACADL;OPLAH;MAT1A;IVD;AUH;SARDH;PGM1;GCKR;HGSNAT;ACAD10;ACAD11;PFKFB1;AMT;PHKA2;PHKG2;FTCD;ACSS3;FITM2;AASS;FPGS;MTHFD1;GCAT;NAGS;ENPP1;PSAT1;BHMT2
Biological oxidations R-HSA-211859	1.54086297359594e-06	7.51852359519306	11/74	0.000817890066384725	NCOA2;RXRA;NCOA1;GLYAT;ACSM2B;ACSM2A;CYP4F11;CYP2C19;CYP4F3;OPLAH;MAT1A
Cytochrome P450 - arranged by substrate type R-HSA-211897	1.36807259143358e-06	24.749020734282	6/16	0.000817890066384725	NCOA2;RXRA;NCOA1;CYP4F11;CYP2C19;CYP4F3
Fatty acid metabolism R-HSA-8978868	1.54086297359594e-06	7.51852359519306	11/74	0.000817890066384725	PRKAG2;RXRA;ACACB;CYP4F11;CYP2C19;CYP4F3;HADH;ACADS;ACADL;ACAD10;ACAD11
Metabolism of lipids R-HSA-556833	8.05091374003451e-07	3.87067245405552	23/302	0.000817890066384725	PRKAG2;NCOA2;RXRA;HDAC3;PPARA;ACACB;NCOA1;PLA2G6;DGAT2;DGAT1;PPARG;NCOR2;CYP4F11;CYP2C19;CYP4F3;NPAS2;HADH;ACADS;ACADL;ACAD10;ACAD11;ACSS3;FITM2
BMAL1:CLOCK,NPAS2 activates circadian gene expression R-HSA-1368108	6.10480236867109e-06	17.6759544557364	6/20	0.00270035758107551	NCOA2;RXRA;PPARA;NCOA1;KLF15;NPAS2
Nuclear Receptor transcription pathway R-HSA-383280	1.23336393978572e-05	11.1971644235974	7/33	0.00467621128027329	RXRA;PPARA;PPARG;NCOR2;NR1I2;NR1I3;NR2E1
Phase I - Functionalization of compounds R-HSA-211945	3.21047013204835e-05	12.3604675260419	6/26	0.0106507346630704	NCOA2;RXRA;NCOA1;CYP4F11;CYP2C19;CYP4F3
Amino Acid conjugation R-HSA-156587	5.94201094274401e-05	119.848514893288	3/4	0.0112643550300304	GLYAT;ACSM2B;ACSM2A
Conjugation of carboxylic acids R-HSA-159424	5.94201094274401e-05	119.848514893288	3/4	0.0112643550300304	GLYAT;ACSM2B;ACSM2A
Conjugation of salicylate with glycine R-HSA-177128	5.94201094274401e-05	119.848514893288	3/4	0.0112643550300304	GLYAT;ACSM2B;ACSM2A
Glycine degradation R-HSA-6783984	5.94201094274401e-05	119.848514893288	3/4	0.0112643550300304	DLD;DLST;AMT
