term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEblack	0.532380293942131	0.256813636389465	2.0730219057946	0.0402247376009583	0.0241142345349482	1.04064635334931	Fibrosis	0.0541486852320592
MEbrown	0.747276237439115	0.252138498771484	2.96375302097908	0.00363991159239178	0.248262855606553	1.24628961927168	Fibrosis	0.00707760587409512
MEmagenta	0.387722082524943	0.186395157566798	2.08010812934341	0.0395586245221821	0.0188229323046478	0.756621232745239	Fibrosis	0.0541486852320592
MEred	1.51328042190676	0.29974220694663	5.04860639187929	1.53360204132783e-06	0.920053393526791	2.10650745028673	Fibrosis	2.14474892443852e-05
MEsalmon	-0.823297803112763	0.252253728009134	-3.26376862538559	0.00141816556517577	-1.32253923790767	-0.324056368317856	Fibrosis	0.00381813806008862
MEtan	0.163281397471551	0.105043472349443	1.55441736473039	0.122613165728269	-0.0446126711928223	0.371175466135925	Fibrosis	0.126219435308512
MEyellow	-0.458332360444188	0.202907870930495	-2.25882001689913	0.0256273392765962	-0.859912219794581	-0.0567525010937951	Fibrosis	0.0426912567405257
age	0.197539350639301	0.0660843698349617	2.98919927862873	0.00336875044770414	0.0667501810428509	0.328328520235752	Fibrosis	0.00693566268644969
inflammation	0.149714550507367	0.0711153931839923	2.10523409636533	0.0372725742048219	0.00896836130577611	0.290460739708958	Fibrosis	0.0541486852320592
MEblue	0.724868609621793	0.323582521235005	2.2401352423339	0.0268345042369019	0.0845083127797154	1.36522890646387	Steatosis	0.0426912567405257
MEbrown	-0.689788669983239	0.337318251506837	-2.04491949932113	0.0429452760772814	-1.35733157323015	-0.0222457667363322	Steatosis	0.0556698023224018
MEgreen	0.359202503092598	0.246453531325654	1.45748572219873	0.147470192066014	-0.128521790157644	0.846926796342839	Steatosis	0.147470192066014
MEgreenyellow	0.430184203477468	0.26440955599614	1.62696163478959	0.106243539763885	-0.0930745347242831	0.95344294167922	Steatosis	0.112682542173818
MEpink	-0.382882180291082	0.227524803125038	-1.68281512622897	0.0948872655459928	-0.833147076899236	0.0673827163170709	Steatosis	0.10378294669093
MEpurple	-0.606561836768483	0.275585063805796	-2.20099677534021	0.029558058137019	-1.15193657638786	-0.061187097149105	Steatosis	0.0449796536867681
MEsalmon	-0.670364482688102	0.18044941875265	-3.71497169302053	0.00030412840126387	-1.02746857754589	-0.313260387830314	Steatosis	0.00106444940442354
MEturquoise	-1.79037603365627	0.409788723323169	-4.36902221012152	2.58066468299201e-05	-2.60133587014009	-0.979416197172452	Steatosis	0.000150538773174534
MEbrown	0.446186434499848	0.14760119540664	3.02291884066798	0.00303807645639806	0.154065350090796	0.7383075189089	Ballooning	0.00664579224837076
MEmagenta	0.419666390840887	0.133756321461972	3.13754435120438	0.00212513622426579	0.15494603024766	0.684386751434113	Ballooning	0.00495865118995351
MEpurple	0.636632926353428	0.159311081237559	3.99616223434013	0.000109282140543882	0.321336524577803	0.951929328129053	Ballooning	0.000478109364879483
MEred	1.51154831017125	0.330739515266371	4.57020779314464	1.15360448220759e-05	0.85697376156844	2.16612285877406	Ballooning	8.07523137545313e-05
MEsalmon	-1.11869451811041	0.278613737283889	-4.01521665448441	0.00010175141977748	-1.67010568278562	-0.567283353435205	Ballooning	0.000478109364879483
MEtan	0.47296177980528	0.094464109126304	5.00678812492586	1.8383562209473e-06	0.286005583958172	0.659917975652387	Ballooning	2.14474892443852e-05
MEyellow	-0.48138430181843	0.210205040963888	-2.29007020769368	0.0236932070375592	-0.897406166312475	-0.0653624373243848	Ballooning	0.0414631123157286
age	0.133207958355071	0.0668949575163077	1.99130044028501	0.0486282440588042	0.000814535135666539	0.265601381574475	Ballooning	0.0586892600709706
inflammation	-0.124262510520515	0.0738248353294546	-1.683207418831	0.0948309276762462	-0.27037102199528	0.021846000954249	Ballooning	0.10378294669093
MEblue	0.708372432173938	0.211560786597885	3.34831630929954	0.00107479025403383	0.289667378809403	1.12707748553847	NAS	0.00313480490759866
MEgreen	0.390152825322911	0.205945079275198	1.89445082492872	0.0604755199403012	-0.0174380462878262	0.797743696933649	NAS	0.0705547732636847
MEmagenta	0.278999086439851	0.138949004970421	2.0079243208632	0.0468071755696595	0.00400176072244524	0.553996412157257	NAS	0.0585089694620744
MEpink	-0.393409747673645	0.116282336017747	-3.38322879593341	0.00095712852419921	-0.623546922386485	-0.163272572960805	NAS	0.00304540894063385
MEred	0.877082877272495	0.273758228797057	3.20385940954746	0.00172073777687697	0.335281366507088	1.4188843880379	NAS	0.00430184444219244
MEsalmon	-0.953474055603543	0.189714871096412	-5.02582665287738	1.69293716866724e-06	-1.32894333090668	-0.578004780300409	NAS	2.14474892443852e-05
MEtan	0.296831829135694	0.106900600571182	2.77670871397997	0.0063367502270806	0.0852622732333855	0.508401385038002	NAS	0.0116729609446222
MEturquoise	-0.849275771231193	0.217153896206464	-3.9109395966063	0.000149972431448828	-1.27905028266872	-0.419501259793671	NAS	0.000583226122300998
inflammation	0.307117709575554	0.0623183566319978	4.92820616867585	2.57799965721099e-06	0.183781947505497	0.43045347164561	NAS	2.25574970005962e-05
