term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEbrown	0.400897733239364	0.0875594989323245	4.57857500474301	1.4325832754651e-05	0.227046295551139	0.574749170927588	Fibrosis	0.000117082417628699
MEmagenta	0.375119817552057	0.106708854293787	3.51535793383453	0.000677741352757897	0.163246885897015	0.586992749207099	Fibrosis	0.0023344424372772
MEpurple	0.299757044740051	0.112113410217143	2.673694825262	0.00884661668711989	0.0771532406063069	0.522360848873795	Fibrosis	0.0161320657235716
MEred	0.580244534525036	0.0994741757855854	5.83311728840801	7.66231837935959e-08	0.382736226642397	0.777752842407675	Fibrosis	2.37531869760147e-06
age	0.179452150650206	0.0773460840632553	2.32011940647759	0.0224983379233595	0.0258796876060276	0.333024613694384	Fibrosis	0.0359401155609897
inflammation	0.187266491941883	0.0811348598798873	2.30808917670054	0.0231871713296708	0.0261713256978044	0.348361658185961	Fibrosis	0.0359401155609897
MEblue	1.02942357035817	0.341815505536935	3.01163508876262	0.00334610939364105	0.350645719291387	1.70820142142495	Steatosis	0.00691529274685817
MEgreenyellow	0.575702036198034	0.286475501878378	2.00960302861236	0.0473711789145019	0.0068184648023214	1.14458560759375	Steatosis	0.0564810210134446
MEmagenta	0.307703738939511	0.203836944194338	1.50955824105244	0.134546300022497	-0.097076034672315	0.712483512551336	Steatosis	0.143825355196462
MEpink	-0.480988664530729	0.23683040887551	-2.03094132554389	0.0451156895322657	-0.95128692016798	-0.0106904088934789	Steatosis	0.0559434550200095
MEpurple	-0.729006705913499	0.29911015524471	-2.43725160490482	0.016701418429634	-1.3229801948877	-0.135033216939294	Steatosis	0.0287635539621474
MEsalmon	-0.573221152924733	0.159823343234787	-3.58659217935799	0.000536457384204932	-0.890598637895187	-0.255843667954278	Steatosis	0.00207877236379411
MEturquoise	-1.5360569016684	0.412679228307015	-3.72215705638968	0.000338147904194448	-2.35555606198331	-0.7165577413535	Steatosis	0.00149751214714684
MEbrown	0.216842561201754	0.147527842273636	1.46984160996236	0.145053663301411	-0.0762033743312704	0.509888496734779	Ballooning	0.149888785411458
MEgreen	0.41133970130871	0.145639980688762	2.8243597627753	0.00582082465091231	0.122043770898585	0.700635631718834	Ballooning	0.0112778477611426
MEpurple	0.584801899445229	0.174279537678603	3.35553965333377	0.00115682416006474	0.238617007317813	0.930986791572646	Ballooning	0.00296040147948251
MEred	1.66567828668301	0.364227104095832	4.57318598191077	1.51074087262837e-05	0.942185888087002	2.38917068527903	Ballooning	0.000117082417628699
MEsalmon	-1.17597812094339	0.313409927568542	-3.75220443738562	0.000308217246517501	-1.79852844103354	-0.553427800853243	Ballooning	0.00149751214714684
MEtan	0.508890418279397	0.106514266598846	4.77767377581427	6.76888395997812e-06	0.297312912487795	0.720467924070998	Ballooning	0.000104917701379661
MEyellow	-0.55525961973809	0.253275364237801	-2.19231594596289	0.0309078720257252	-1.05836001703711	-0.0521592224390681	Ballooning	0.0435520014907946
age	0.173619046667279	0.0835247844869234	2.07865303375265	0.0404641678766988	0.00770732293471604	0.339530770399842	Ballooning	0.0545386610512027
inflammation	-0.122305409735865	0.0863894005916759	-1.41574555325309	0.160263558482712	-0.293907341455088	0.0492965219833586	Ballooning	0.160263558482712
MEblue	0.606281346430229	0.27337227610547	2.21778651100787	0.0290588528511927	0.0632609025229051	1.14930179033755	NAS	0.0428964018279512
MEgreen	0.489462934346554	0.237604648432571	2.05998888311083	0.0422554351606595	0.0174904889164266	0.961435379776681	NAS	0.0545799370825185
MEpink	-0.509908270572661	0.152647295808004	-3.34043435144775	0.00121427697323224	-0.81312337164946	-0.206693169495862	NAS	0.00296040147948251
MEred	1.06020170003584	0.323389412774409	3.27840571817179	0.00147946808589755	0.4178283585199	1.70257504155178	NAS	0.00327596504734457
MEsalmon	-1.09560737581236	0.255805001345381	-4.28297871445093	4.56441955255391e-05	-1.60373258647084	-0.587482165153868	NAS	0.000282994012258342
MEtan	0.253324037473109	0.129910880258601	1.94998322672313	0.0542562815060138	-0.00472796718298901	0.511376042129207	NAS	0.0622942491365344
MEturquoise	-0.824656058656474	0.247382940669814	-3.33352031641162	0.00124145868494428	-1.31605188039589	-0.333260236917059	NAS	0.00296040147948251
MEyellow	-0.404649456924245	0.250912489553528	-1.61271149811744	0.110270035944037	-0.903056293931672	0.0937573800831817	NAS	0.122084682652327
inflammation	0.255643330034011	0.0745930856750066	3.42717193853354	0.00091748982530286	0.107473328771587	0.403813331296434	NAS	0.00284421845843887
