term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEbrown	1.02836477120637	0.308071779378568	3.33806872307732	0.00121445179909352	0.416595272767668	1.64013426964508	Fibrosis	0.00523243382774329
MEgreen	-0.444066335761191	0.222397612910629	-1.99672258145883	0.0487787655495315	-0.885703918985297	-0.00242875253708486	Fibrosis	0.0687337150925217
MEmagenta	0.561353570696529	0.211512010445189	2.6540032857472	0.00935611170303696	0.141332636598539	0.981374504794519	Fibrosis	0.0241699552328455
MEpurple	0.267339447826352	0.119501160213758	2.23712847095499	0.0276669540281479	0.0300338270574403	0.504645068595264	Fibrosis	0.0442576044354028
MEred	0.751367616847682	0.178697773467729	4.20468370851509	6.00838841966293e-05	0.396509254075906	1.10622597961946	Fibrosis	0.000620866803365169
MEturquoise	0.664829912199944	0.338959941332863	1.96138195441529	0.052825311754562	-0.00827735428940923	1.3379371786893	Fibrosis	0.0711993332344096
age	0.203595109562386	0.0740914679463581	2.74788872734696	0.00720424899860612	0.0564641380869628	0.350726081037809	Fibrosis	0.0203028835415263
inflammation	0.187754872443399	0.0825417238816611	2.27466623683048	0.0252242699950769	0.0238433673999641	0.351666377486833	Fibrosis	0.0442576044354028
MEbrown	-0.847889542371686	0.364474524786003	-2.3263341734776	0.0221041704862298	-1.57136575602151	-0.124413328721867	Steatosis	0.0437018300009756
MEgreen	0.362120257938835	0.188460981272167	1.92146011070523	0.0576398973137341	-0.0119718332205452	0.736212349098215	Steatosis	0.0744515340302399
MEpink	-0.241329288748799	0.141461366969232	-1.70597311420926	0.0912464732942548	-0.522127882869245	0.0394693053716465	Steatosis	0.0975393335214447
MEsalmon	-0.595590033158351	0.156275534320745	-3.81115339484901	0.000244191314070366	-0.905794517059819	-0.285385549256882	Steatosis	0.00189248268404534
MEturquoise	-1.18592067236749	0.372630899563124	-3.18256127915822	0.00196750264908784	-1.9255871619888	-0.446254182746193	Steatosis	0.00677695356908034
MEblack	-0.677243762949753	0.204779434292716	-3.30718641395251	0.00135030550393375	-1.08401295292357	-0.270474572975932	Ballooning	0.00523243382774329
MEgreenyellow	-0.447862915833159	0.240861103579684	-1.85942399655655	0.0661982728301297	-0.9263039093719	0.0305780777055827	Ballooning	0.078928709912847
MEmagenta	0.285704879994498	0.208954266502352	1.36730819033686	0.174896588774693	-0.129357101304074	0.70076686129307	Ballooning	0.174896588774693
MEpink	-0.505695120319722	0.277075038121644	-1.82511973560645	0.0712636735334788	-1.05607064610422	0.0446804054647789	Ballooning	0.0818212547976979
MEpurple	1.00234450200409	0.270135407068129	3.71052618715507	0.000355729748083008	0.465753700804383	1.53893530320379	Ballooning	0.0019539986404816
MEred	0.97197798531321	0.429330871894056	2.26393685836098	0.0259540909596995	0.119164949696231	1.82479102093019	Ballooning	0.0442576044354028
MEsalmon	-0.830175700645366	0.346260817533767	-2.3975444480212	0.0185485472462021	-1.51798027806475	-0.142371123225978	Ballooning	0.041071783188019
MEtan	0.217597573944868	0.13605268778584	1.59936255200917	0.11320647418253	-0.0526543768701742	0.487849524759909	Ballooning	0.116980023321948
MEyellow	-0.59181581989299	0.274836007474785	-2.1533416430061	0.0339358616130047	-1.13774378635253	-0.0458878534334531	Ballooning	0.0500957957144355
age	0.148841875295377	0.0788357558276876	1.88799959780563	0.0622122765446723	-0.00775566903206565	0.305439419622821	Ballooning	0.0771432229153936
MEbrown	-0.644765347320108	0.289883226127827	-2.2242244090239	0.0285532931841308	-1.22041598371317	-0.0691147109270489	NAS	0.0442576044354028
MEgreen	0.256276655777614	0.149886230930436	1.70980786018	0.0906360034762023	-0.041367693549502	0.55392100510473	NAS	0.0975393335214447
MEpink	-0.451030241958297	0.144528705068202	-3.12069662386762	0.00240354051889726	-0.738035606707786	-0.164024877208809	NAS	0.00745097560858151
MEred	0.594553168422033	0.256325785419476	2.31952149273258	0.02255578322631	0.0855409586724196	1.10356537817165	NAS	0.0437018300009756
MEsalmon	-1.01151841819732	0.206881743904209	-4.88935562465907	4.21693955492115e-06	-1.42234456059733	-0.600692275797317	NAS	0.000130725126202556
MEturquoise	-1.17967180142319	0.31973129699169	-3.68957250204334	0.000378193285254503	-1.81459479109243	-0.544748811753952	NAS	0.0019539986404816
MEyellow	-0.529738576106969	0.204951283304363	-2.58470485066581	0.0113016560982724	-0.936731206345279	-0.12274594586866	NAS	0.0269501030035725
inflammation	0.319429964799405	0.072851584126757	4.38466738408348	3.05496753822674e-05	0.174761156862524	0.464098772736287	NAS	0.000473519968425145
