term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEblue	0.416166572484844	0.290159353806058	1.43426902157705	0.154923055737444	-0.160199339056378	0.992532484026066	Fibrosis	0.15947961620031
MEbrown	0.963243079885078	0.274400993801863	3.51034836477526	0.000698214291502082	0.418179214647292	1.50830694512286	Fibrosis	0.00203645835021441
MEmagenta	0.568765727544492	0.222161317959452	2.56014743146374	0.0121106967832198	0.127469560954305	1.01006189413468	Fibrosis	0.0223091782848786
MEpurple	0.533182282670891	0.177064191794568	3.0112372087604	0.00336766178921484	0.181466017224564	0.884898548117217	Fibrosis	0.00693342133073643
MEred	1.44883595859949	0.355662937869629	4.07362084809233	9.87234728256097e-05	0.742355224141849	2.15531669305713	Fibrosis	0.000575886924816056
MEsalmon	-0.481204672162474	0.291280625064989	-1.65203117116049	0.101974833497006	-1.05979785131634	0.0973885069913954	Fibrosis	0.115132876528878
MEtan	0.245689200072307	0.131677433538101	1.86584134783593	0.0652849689891514	-0.0158718456602538	0.507250245804867	Fibrosis	0.0846286635044555
MEyellow	-0.458309723235483	0.288258343137022	-1.58992700175768	0.115319594675165	-1.03089951061343	0.114280064142461	Fibrosis	0.122308661019114
age	0.220559449145721	0.071722307442859	3.07518618696756	0.00277758946173397	0.0780918961790375	0.363027002112405	Fibrosis	0.00648104207737927
MEblue	1.04929102485605	0.385029564832081	2.72522195877003	0.007691987170656	0.284589074521411	1.8139929751907	Steatosis	0.01495664172072
MEbrown	-0.605820290968577	0.37604508887231	-1.61103098776086	0.110598715747894	-1.35267829653454	0.14103771459739	Steatosis	0.120967345349259
MEgreen	0.595550124144296	0.279593821887372	2.13005466331155	0.0358359331783597	0.040252660189714	1.15084758809888	Steatosis	0.050290999238088
MEgreenyellow	0.561291285827381	0.261144130552948	2.14935439919289	0.0342306146655444	0.0426365013840719	1.07994607027069	Steatosis	0.050290999238088
MEpurple	-0.71293386474488	0.342880101315465	-2.07925120766617	0.0403770660704226	-1.39392334232234	-0.0319443871674177	Steatosis	0.0543537427871073
MEsalmon	-0.349435868900398	0.209296409117428	-1.66957412396093	0.0984030475526162	-0.765116603235527	0.0662448654347302	Steatosis	0.114803555478052
MEturquoise	-1.68257593746204	0.471749566396519	-3.56667193213228	0.000576220163489403	-2.61951129630979	-0.745640578614284	Steatosis	0.00201677057221291
MEyellow	0.505255932714008	0.282840040313598	1.7863663580086	0.0773341743918265	-0.0564888012387349	1.06700066666675	Steatosis	0.0933343484039285
MEblue	0.611260574558431	0.24424301168201	2.50267375246034	0.0141107965037049	0.126101836026886	1.09641931308998	Ballooning	0.0246938938814835
MEbrown	0.86048848149413	0.281947240685004	3.05194858230757	0.00297991824101438	0.30043492384607	1.42054203914219	Ballooning	0.00651857115221896
MEmagenta	0.871934713402895	0.194268528428239	4.48829627967753	2.09642933474069e-05	0.486044146710516	1.25782528009527	Ballooning	0.000187619162839673
MEpurple	0.657236102656463	0.186432387866868	3.52533221387367	0.000664395449721858	0.286911066554005	1.02756113875892	Ballooning	0.00203645835021441
MEred	1.71195107067329	0.339161208470287	5.04760281517651	2.28115243031871e-06	1.0382489945029	2.38565314684368	Ballooning	7.66740999580087e-05
MEsalmon	-1.22149370055362	0.27573005524131	-4.43003465648533	2.61984222018246e-05	-1.76919758307154	-0.673789818035695	Ballooning	0.000187619162839673
MEtan	0.670060997494857	0.13712380852103	4.88654016193033	4.38137714045764e-06	0.39768139692181	0.942440598067904	Ballooning	7.66740999580087e-05
age	0.134485817177112	0.0743766072616876	1.80817359286013	0.0738827740541591	-0.0132541763106697	0.282225810664894	Ballooning	0.0923534675676989
inflammation	-0.178246674044663	0.0837079439939066	-2.12938779212685	0.03592214231292	-0.344522221637512	-0.0119711264518136	Ballooning	0.050290999238088
MEblue	0.819852214948189	0.238579788672225	3.4363858712045	0.000890333205920879	0.34594277322366	1.29376165667272	NAS	0.00239705093901775
MEgreen	0.529498869703717	0.241653862195255	2.19114590138801	0.0309952238093787	0.0494831585620373	1.0095145808454	NAS	0.0493105833331025
MEgreenyellow	0.249859124482496	0.110391518161441	2.26339059960289	0.0259890652568766	0.0305799347650225	0.46913831419997	NAS	0.043315108761461
MEmagenta	0.221494639911373	0.163888417918816	1.3514966019203	0.179886563872777	-0.104049569316373	0.547038849139119	NAS	0.179886563872777
MEred	1.20023648278199	0.306148767886669	3.92043545060517	0.000171066987264294	0.592109564398502	1.80836340116548	NAS	0.000855334936321471
MEsalmon	-1.04212539201122	0.235559183550823	-4.42404909162191	2.68027375485247e-05	-1.51003477273007	-0.574216011292362	NAS	0.000187619162839673
MEtan	0.399169560906624	0.122652567894424	3.25447373633643	0.00159559046564712	0.155535302110362	0.642803819702887	NAS	0.00398897616411779
MEturquoise	-0.914612176037213	0.247230627709291	-3.69942908979979	0.000369508532859902	-1.40570544679152	-0.423518905282903	NAS	0.00143697762778851
inflammation	0.281410353334444	0.0742500934121478	3.79003366059609	0.00027037581808328	0.133921664067106	0.428899042601783	NAS	0.00118289420411435
