SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
FOXO3	1.03080287199832	1	1	1.05783134428134	1	1	1.43489704322748	1	1	1	1	1
FOXO1	2.06910170464433	1	1	1.23783215162705	1.18372999043088	1	1.07347562460978	1	1.29039919912637	1	1	1.19773140558494
EIF2S3	1	1	1	1	1	1	1	1	1	1	1	1
EIF2S2	1.04800325241261	1.00902968961496	1	1.0068407860266	1	1.71681303150559	1	1.00008462505962	1.00020106867299	1	2.35081240953772	1
EIF2S1	1	1	1	1	1	1	1	1	1	1	1	1
EIF2AK2	1	1.3647009561156	1	1.00579973937391	1	1.72380751386026	1	1	1.00021502717868	1	1	1.16375951936805
EGR3	1.52964155423236	1	1.32864855182997	1.21419478806454	1	1.02888387021758	1.46574713101059	1	1.03257539255278	1	1.84490989965884	1.66760695737558
EGR2	2.0275546593308	1	1.07264611189243	1.42686062623707	1	1.06704589740644	1.94441288895492	1	1	1	1.5045410935359	1.36673708058556
EGR1	6.37645491231248	1.00231710053343	2.61545377077165	1.41103661831031	1	1.12311150253896	3.16126470263121	1	1.05504184278625	1	1.84490989965884	2.54692965774393
EGF	1	1	1	1	1	1	1	1	1	1	1	1
EED	1	1	1	1	1	1	1	1	1	1	1	1
E2F5	1.22773064972411	1.09117616876616	1	1.01601153644702	1	1.30155191325237	1.08086717493631	1	1.18652909087464	1	1.0478082751535	1
E2F4	1.01355200520378	1.00428217120926	1.35614480553472	1	1	1.71603278690063	1	1.21508600803885	1.00693386638915	1	2.04976752806036	1.00897221921417
E2F3	1.00532413604269	1	1.39504947263273	1	1	1.29791342798476	1.09279635185849	1	1.00693386638915	1	1.05737987114215	1
E2F2	1.0988678164808	1	1.07264611189243	1	1	1.14561469249384	1.11058199675495	1	1.00693386638915	1	1.04649085897068	1
E2F1	2.97574434924473	1.08457630645138	2.17777929704215	1.13803200307863	1	1.76639875380359	1	1	1.3267479061137	1	2.5365011657556	1.22796403688784
DUS2	1	1	1	1	1	1	1	1	1	1	1	1
DRAP1	1	1	1	1	1	1	1	1	1	1	1	1
DPP4	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC3	1	1	1	1	1	1	1	1	1	1	1	1
DMD	1	1	1	1	1.81329156774815	1	1.07700785808997	1.00007989018161	1.00019649477141	1	1	1
DMAP1	1	1	1	1	1	1	1	1	1	1	1	1
DLG3	1.02243357234224	1.04988575756282	1.2314503691628	1	1.23584596195225	1	1.0652957616981	1	1.00025988724841	1	1.00266625187406	2.05663273390072
DIS3	1	1	1	1	1	1	1	1	1	1	1	1
DHX9	1.06179041899209	1.08681936392313	1	1	1.01391597395093	1.25845597240906	1	1	1.00021490587662	1	1	1.0242208422748
DHX36	1	1.04084052625479	1	1	1.23082231442644	1	1.07504014250798	1	1	1	1	1
DHH	1	1	1	1	1	1	1	1	1	1	1	1
DFFB	1	1	1	1.01060952416997	1.00154153651257	1	1	1	1.00020348429162	1	1	1
CSNK2A1	1	1	1	1	1	1	1	1	1	1	1	1
CSH1	1	1	1	1	1	1	1	1	1	1	1	1
CSF3R	1	1	1	1	1	1	1	1	1	1	1	1
CSF3	1	1	1	1	1	1	1	1	1	1	1	1
CRTC3	1	1	1.81981692469581	1.00195202851686	1	1	1	1	1	1	1	1
CRTC2	1	1	1	1.00420095978318	1	1.01316663833014	1.01595110358863	1	1.00023445663235	1	1	1
CRTC1	1.01843655888093	1	1.16349746183509	1	1	1.02532987710684	1.11726973865208	1	1.00023256582476	1	1	1
CRKL	1	1	1	1	1	1	1	1	1	1	1	1
CRK	1	1	1	1	1	1	1	1	1	1	1	1
CREBBP	1	1	1.547950779227	1.26085295400504	1	1	1.07325287671751	1	1.00693386638915	1	1.15744267575274	1
CREB1	4.18710161026658	1.02836195309712	1.1207945155685	1.08804478104412	1	1.09287044012615	1.76217540279789	1	1.16497790619199	1	1.21878692561718	1.62574947566503
CPSF6	1	1	1.00343171532901	1.00122959776233	1	1.0477846539803	1.01791107035596	1	1.00020209190214	1	1	1
COL1A2	2.22405436282266	1.18682988685018	1.30819593816054	1.01794560159127	1.03609090825623	1	1.52411103455319	1	1.00021749241532	1	1.00980430183038	5.26824731748247
CDK5R1	1	1	1	1	1	1	1	1	1	1	1	1
CDK5	1	1.09928820444342	1	1	1	1.13220329162825	1.00129038932987	1	1.00024404450186	1	1	1.24044160011175
CDK4	1.07061411569802	1	1	1	1.02445028590269	1.05022660624594	1	1.00008397644824	1.06069402374885	1	1.09373702798755	1.40561588836066
CDK2	1	1	1	1	1	1	1	1	1	1	1	1
CDK1	1	1	1	1	1	1	1	1	1	1	1	1
CDH1	1	1	1	1	1	1	1	1	1	1	1	1
CDC23	1	1	1	1	1	1	1	1	1	1	1	1
CDC16	1	1	1	1	1	1	1	1	1	1	1	1
CD44	3.12595503061119	1.08177183836211	1.05834141222576	5.50313928384888	1	1	1.55319596014273	1	1.00021133879956	1	1.05916559712166	2.05839483293278
CD36	2.71759659168415	1.19914917155243	1.01328000449203	1.10388804369224	1	1.029610194964	2.63575514276493	1	1.00023904794736	1	1	1.00193623231738
CD274	1	1	1	1	1	1	1	1	1	1	1	1
CD209	1	1	1	1	1	1	1	1	1	1	1	1
CCNT2	1	1	1	1	1	1	1	1	1	1	1	1
CCNT1	1	1	1	1	1	1	1	1	1	1	1	1
CCNK	1	1	1	1	1	1	1	1	1	1	1	1
CCNE2	1	1	1	1	1	1	1	1	1	1	1	1
CCNE1	1	1	1	1	1	1	1	1	1	1	1	1
CCND3	1.46124384740023	1	1.14927178011375	1.00124076118848	1.11480577265707	1	1.64522724551699	1	1.00023687673746	1	1	1.86949519969876
CCND2	1.08572907061152	1	1	3.68411443965845	1.00939249353582	1	3.85320371931907	1	1	1	1.05299045402584	1.60126055248972
CCND1	1	1	1	1	1	1	1	1	1	1	1	1
CCNC	1	1	1	1	1	1	1	1	1	1	1	1
CCNB1	1	1	1	1	1	1	1	1	1	1	1	1
CCNA2	1.06408044506629	1	2.21258862080965	1	1	1.91164855328883	1	1.00010668169982	1	1	2.13661148474725	1
CCNA1	1	1	1	1	1	1	1	1	1	1	1	1
CBX8	1	1	1	1	1	1	1	1	1	1	1	1
CBX6	1	1	1	1	1	1	1	1	1	1	1	1
CBX5	1	1	1	1	1	1	1	1	1	1	1	1
CBX4	1	1	1	1	1	1	1	1	1	1	1	1
CBX2	1	1	1	1	1	1	1	1	1	1	1	1
CBFB	1	1	1	1	1	1	1	1	1	1	1	1
CAV1	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2G	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2D	1	1	1	1.03570664524865	1.33502451067942	1	1	1	1.03512633640926	1	1	1.08700587960372
CAMK2B	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2A	1	1	1	1	1	1	1	1	1	1	1	1
CALM1	1.04563908300636	1	1	1	1.03517678162837	1.14805351535802	1.02455090199806	1.00007713437254	1	1.02115072925322	1	1.08252444411251
C3	1	1	1.02168273734979	1	1	1.06922290009616	1.09174270721116	1	1	1.00489781816534	1.03829454672316	1
C3AR1	2.55993264778162	1.15765949562874	1	1.06901224072333	1	1.26743583458846	1.07861173660058	1	1.20906666799961	1	1.09481598254377	1.32802946167066
BTC	1	1	1	1	1	1	1	1	1	1	1	1
BSN	1	1	1.15406211798202	1	1	1.14543413598553	1	1	1.00027695318559	1	1	1
BRD8	1	1	1	1	1.15055002292513	1	1	1.0000833843461	1.00020822874161	1	1	1.05409409973808
BRCA1	1.13393116419869	1.00594839163105	1.13232008116664	1	1	1.1290258178434	1	1.55381118759259	1	1	1.20503565447306	1
BOC	1.12021042673692	1	1	1.03297798632913	1.49876730480684	1	1.03065592787427	1.01073500008791	1	1	1	2.630194678262
BMI1	1	1	1	1	1	1	1	1	1	1	1	1
BIRC5	1	1	1	1	1	1	1	1	1	1	1	1
BCR	1	1	1.05438526078371	1.00226593350422	1	1.03971064780361	1.00328586902375	1	1	1	1	1
BCL2L1	1	1	1	1	1	1	1	1	1	1	1	1
BCL2	1.16357939396765	1.00233445604929	2.09904598376359	1.00858179454951	1.2743075100429	1	1.39508980567466	1.00008968820087	1	1	1.03001122293809	2.60146411250615
BCAR1	1	1	1	1	1	1	1	1	1	1	1	1
BBC3	1	1	1	1	1	1	1	1	1	1	1	1
BAMBI	1	1	1	1	1	1	1	1	1	1	1	1
BAD	1	1.01038131316716	1	1.03280394086095	1.03534624762482	1.00388770608122	1	1	1.00022796492381	1	1.21087598353966	1
BACH1	1.65809015602173	1	1.39504947263273	1.21419478806454	1.00038119621499	1	2.29022216103423	1	1.1270757375662	1	1.18197928094609	1.58826761338693
B2M	1.25252121998085	1.30202029088096	1.04069812146199	1.00124084797386	1	1.7200124574276	1	1	1.07394936397914	1	1.01127992201961	1.82730533795606
AXIN2	1	1	1	1	1	1	1	1	1	1	1	1
AXIN1	1	1	1	1	1	1	1	1	1	1	1	1
ASH2L	1	1	1	1	1	1	1	1	1	1	1	1
ASF1A	1	1	1	1	1	1	1	1	1	1	1	1
ASCL1	2.47656935539961	1.06573787750356	1.49153055436807	1.54245920156556	1.15714805031329	1	1.53810910814317	1.03025368690298	1.12075781332568	1	1.04737054880541	3.09958759077172
ARIH1	1	1	1	1	1	1	1	1	1	1	1	1
AR	1.18797410943364	1	1	1	1	1.38265530542774	1	1	1.02653245274115	1	1.15744267575274	1.00981711657331
AREG	1	1	1	1	1	1	1	1	1	1	1	1
ARC	1	1	1	1	1	1	1	1	1	1	1	1
APP	1	1	1	1	1	1	1	1	1	1	1	1
APOB	1	1	1	1	1	1	1	1	1	1	1	1
APOA1	1	1	1	1	1	1	1	1	1	1	1	1
ANXA1	1.95349256062457	1.2142824487107	1	1.10546658566354	1.01389082184353	1	1.3145976909874	1	1.00023312273929	1	1	4.97692340855567
ANAPC7	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC5	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC4	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC2	1	1.00659270813049	1.00190933328271	1	1	1.03161649001554	1.04173596475197	1.00008460290094	1	1	1	1
ANAPC1	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC16	1	1	1	1	1.49140329042327	1.07915294857173	1	1.00008460111207	1.00021617208852	1	1.0470261275127	1
ANAPC15	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC10	1	1	1	1	1	1	1	1	1	1	1	1
A2M	1	1	1	1	1	1	1	1	1	1	1	1
SMAD4	4.60018695064263	1	1.56207345678926	1.49284656166257	1.42505667023872	1	2.02187289183158	1	1.9604885052274	1	1.15828423421326	5.81378551567734
PRKCA	1	1	1.8603734391266	1	1	1	1	1.00007664889368	1	1	1	1
PTEN	1	1	1	1	1	1	1	1	1	1	1	1
FKBP1A	1	1.01437700064514	1	1	1	1.30539332903187	1.04740969057189	1	1.00020345589459	1	1	1.23062998601041
PRMT1	1	1	1	1	1	1	1	1	1	1	1	1
CARM1	1.0017985372279	1	1.03665739229231	1.00123865703181	1	1	1.02038012742256	1.00008190540682	1	1	1.00512503880557	1
CTBP1	1	1	1	1	1	1	1	1	1	1	1	1
F13A1	2.43015801716737	1	1.05312349676094	1.00855529944036	1.57932162394657	1	1	1.01055228459385	1.00022985748891	1	1.27348425525616	10
SKI	1	1	1	1	1	1	1	1	1	1	1	1
SIRT6	1	1	1	1	1	1	1	1	1	1	1	1
PARP1	1	1	1	1	1	1	1	1	1	1	1	1
NUDT11	1	1	1	1	1	1	1	1	1	1	1	1
NUDT10	1	1	1	1	1	1	1	1	1	1	1	1
NQO1	1	1	1	1	1	1	1	1	1	1	1	1
NOS2	1	1	1	1	1	1	1	1	1	1	1	1
KAT2A	1	1	1	1	1	1	1	1	1	1	1	1
GPAM	1	1	1	1	1	1	1	1	1	1	1	1
DNM2	1	1.00057234715467	1.09183370790947	1	1.02304347178852	1	1.02141365706431	1.0000794013309	1	1	1	1
CA10	1	1	1	1	1	1	1	1	1	1	1	1
PTGES3	1	1.02518724119881	1	1	1.26878955196479	1.06703580344325	1	1.00008120644967	1	1	1.12095065384414	1.00345036930231
SLC4A1	1	1	1	1	1	1	1	1	1	1	1	1
PTGS2	1.38275416465755	1	1	1.01704883101709	1.254490504119	1	1.06498050843502	1.00009049645439	1	1	1.14587934337385	1.19213642027391
RPE	1	1	1	1	1	1	1	1	1	1	1	1
PLCG1	1	1	1	1	1	1	1	1	1	1	1	1
PIK3R3	1.08326116241134	1.06418681261713	1.2397883045141	1.00294759412201	1.01652360821919	1	1.40272857434693	1.00008772958409	1	1	1.06016917350758	1
PIK3R2	1	1	1	1	1	1	1	1	1	1	1	1
PIK3R1	1	1	1	1	1.02323110922963	1.05531801364725	1.09058169444316	1	1	1	1	1
GCLC	1.03940271553565	1	1	1	1	1.07477422806118	1	1	1.00021870702811	1	1.00569612736703	1
EHMT2	1.00301185442829	1.01132257954222	1.01583321439371	1.00602404908643	1	1.05245009100694	1.08278389678255	1	1.00020594070615	1	1	1
EHMT1	1	1	1	1.00131237264636	1	1.01875876017472	1	1	1.00020882812671	1	1	1
EGFR	1	1	1.31758519132216	1.02106605541016	1	1	1.07521838450562	1.00007887330699	1	1.01994347491743	1	1
DNMT1	2.52196754146498	1.00594839163105	1.48481051262249	1.09881295025305	1.15727956602466	1	1.80329229569169	1.04280787712416	1	1	1.24691748597293	2.17951449137238
CLTRN	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC11	1.02559427099034	1.0485801619057	1	1.03507416672111	1.40380083019966	1	1	1.0000776845453	1.00024070488859	1	1.17535501336656	1
TXNRD1	1.5132534966305	1	1	1.00296614945675	1.03384971451908	1	1	1.0000823480209	1.01066614091968	1	1.50369037283268	1
TUBA8	1	1	1	1	1	1	1	1	1	1	1	1
TALDO1	1.02174681927942	1	1	1.00135877960693	1.01381778160772	1.20858882493425	1	1	1.01539749056049	1	1.50569496762438	1
PIK3CB	1	1	1	1	1	1	1	1	1	1	1	1
PIK3CA	1	1	1	1	1	1	1	1	1	1	1	1
PGLS	1.10168781886983	1	1	1.00797309876618	1	1.09234819833076	1.03174456146965	1.00007830067294	1.00021958813369	1	1.28018786209076	1
PGD	1	1	1	1	1	1	1	1	1	1	1	1
NT5E	1	1	1	1	1	1	1	1	1	1	1	1
MAOA	1	1	1	1	1	1	1	1	1	1	1	1
GSTA3	1	1	1	1	1	1	1	1	1	1	1	1
GSTA1	1	1	1	1	1	1	1	1	1	1	1	1
GSR	1	1	1	1	1	1	1	1	1	1	1	1
GCLM	1	1	1	1	1	1	1	1	1	1	1	1
ASNS	1	1	1	1	1	1	1	1	1	1	1	1
MAPT	1	1	1	1	1	1	1	1	1	1	1	1
LILRA4	1.10517957885543	1	1	1.02013765340179	1	1.62527877336049	1.2087413376041	1	1.00022689039697	1	1	2.07232647886363
ELK1	1.1169066856175	1	1.09365753120719	1	1	1	1.37192710798927	1.27800640336411	1	1	1.13278418128205	1
SRF	2.96334860896526	1	1.2258980606497	1.16413854494771	2.4386128435947	1	2.12484524109251	1	1.14150889928067	1	1	2.78295245685787
ETS2	3.73934111408067	1	1.84997570157089	1.3482650042595	1	1.09530922944614	3.44605167706117	1	1.00693386638915	1	1.11289653068194	2.32713054668023
POU2F1	3.08941543849628	1	1.06371511960242	2.69613833076609	1.17666280083775	1	1.27717071315635	1.0278368614883	1.00693386638915	1	1.03463541436873	1.62571036578322
IFNLR1	1	1	1	1	1	1	1	1	1	1	1	1
POLR2A	1	1	1.65043067904772	1	1	1	1.10613132725618	1.00007691667224	1	1	1.19771815285173	1
IL13RA2	1.75805035794473	1.17607238029224	1	1.00127137632785	1	1.05871501984639	1.01571651478336	1	1.00027718697958	1	1.26150421043487	1.12324497877965
CHD3	1.43616548017332	1	1	1.01521154839884	1.02918912705638	1	1.008915549584	1.00982404090326	1	1	1.03358920211368	1.4127488777881
RAD21	1.2703522283742	1.06093789382565	1	1.00425320532003	1.22938372570737	1	1	1	1.00020429806816	1	1	1
SNAI1	1.30956683779103	1	1.27767476366397	1.42686062623707	1.00435204584658	1	1.64139239625864	1	1.00693386638915	1	1	1.38888722918105
EPAS1	1.20798127619522	1	1	1	1	1	1.5294183333859	1	1	1	1	1
MITF	1.30826240719217	1.01865907787852	1.25771407043641	1.15435278842055	1.24127085255302	1.00927335914248	1.41393747313671	1.0278368614883	1	1	1.1014967418249	1.5140511180159
PRDX1	1.10881110735671	1.12007904571389	1	1.01437967022603	1.00314358646053	1.05826237089016	1	1	1.00392639920011	1	1.37936807076406	1
OPRD1	1	1	1	1	1	1	1	1	1	1	1	1
TLE1	1	1	1	1	1	1	1	1	1	1	1	1
MECP2	1	1	1	1	1.1384530692407	1	1	1.23215975706654	1	1	1.05737987114215	1
ATF1	1.30099726511814	1.03006693890873	1.48481051262249	1.00027631725167	1	1	1.42181909824856	1.14321259507425	1	1	1.15828423421326	1.09286952916202
HMGA1	4.44538963410956	1.07360049910306	1.49153055436807	1.42686062623707	1	1.07697002969043	2.8087135739513	1	1.13714297390944	1	1.18928070997035	2.43471063006032
MYOD1	1.23913272874416	1	1.31816097313658	1.42686062623707	1.23169283342298	1	1.62283505426161	1	1.18652909087464	1	1	1
DDIT3	1.60080145138523	1.08421998713726	1.16709941887819	1	1	1.18567424681381	1	1.17321628593672	1.16497790619199	1	1.1014967418249	1.13114286920676
SNCA	1	1	1	1	1	1	1	1	1	1	1	1
FANCM	1	1	1	1	1	1	1	1	1	1	1	1
FANCA	1	1	1	1	1	1	1	1	1	1	1	1
FCGR1A	1.07520483826562	1	1.11349962757079	1	1	1.55360519267933	1	1	1.64740478223601	1	1.32444252560536	2.17765232678232
CD93	3.42205404578894	1.08642165564799	1	1.00054319243247	1.7636158950572	1.00404522451885	1	1	1.12978380171267	1	1.33330672237129	1.97215858279136
EZH2	1.25712502633746	1.07603651695851	1.05824902597554	1.16413854494771	1.10589599432307	1	1.41908620904323	1	1.00693386638915	1	1.1035626817551	1.2872423677459
GLI2	1.10972765458115	1.00594839163105	1	1.06890513430428	1	1.06426002450294	1.02797402222229	1.01198561148762	1.00693386638915	1	1.28877951513498	1
MAF1	1	1	1	1	1	1	1	1	1	1	1	1
NANOG	1.43723162208709	1	1.03318506805425	1.17539052660911	1.00038119621499	1	1.64139239625864	1.01198561148762	1	1	1	1.03811485687038
MLKL	1	1	1	1	1	1	1	1	1	1	1	1
FANCF	1	1	1	1	1	1	1	1	1	1	1	1
MEF2D	1.0988678164808	1	1.23021418938311	2.7316831257971	1.00435204584658	1	1.3607608399166	1.15815181514675	1	1	1	1
JUND	4.48371077729205	1	1.29918232581266	1	1	1.15771341928183	2.5275298552842	1	1.05607323956874	1	1.51003408935954	1.86067192557792
FOSL1	1.11656030625106	1	1.24173143305481	1.13899653855987	1	1.01389088279933	1	1	1.05169218030709	1	1	1
TOMM70	1	1	1	1	1	1	1	1	1	1	1	1
ELF3	2.00494837140488	1	1.17407863346297	1.25165921547102	1.23396587774579	1	1	1	1.06924339542986	1	1.24691748597293	3.1805326868454
MYB	4.44538963410956	1.02499730147143	1.39504947263273	1.13924045258787	1.10589599432307	1	3.2486067421031	1	1.00693386638915	1	1.15828423421326	3.29253071627797
FSCN1	2.26623756181915	1.04766815391352	1	1.24102991493386	1	1	1.05750488015071	1	1.13807549231174	1	1.15059039943616	1
KLF5	1.94713040918673	1	2.17891848074511	1.0008583508169	1	1.22981000056577	1.43489704322748	1.05373436157715	1.00693386638915	1	1.15828423421326	1.19773140558494
ITGAX	1.15681333138343	1.35575873769761	1.33967574405771	1	1	1	1.06496431623053	1	1.00022185709215	1	1.20810384758487	1
KHSRP	1	1	1.00891551576278	1.00600686455557	1	1.00231328804951	1.08572875219906	1	1	1	1.47588994745978	1
YBX1	1.15808296147862	1	1.43584599026154	1.08804478104412	1	1.09287044012615	1	1.02487786305498	1.02555830559937	1	1.05737987114215	1
HMOX1	1	1	1	1	1	1	1	1	1	1	1	1
RRAD	1	1	1	1	1	1	1	1	1	1	1	1
CUL5	1	1	1	1	1	1	1	1	1	1	1	1
TPH1	1	1	1	1	1	1	1	1	1	1	1	1
WWC1	1	1	1	1	1	1	1	1	1	1	1	1
ILF3	1	1.0477672723767	1	1.00578280198715	1.11485729986568	1	1	1.00008015810451	1	1	1	1
IFITM3	1.10751595355502	1.18984311283562	1	1	1	2.03096505992264	1	1.0000790625641	1.00023856735317	1	1.01518684325415	1.2188671361448
KPNB1	1	1	1	1	1	1	1	1	1	1	1	1
POLR2L	1.0951474789586	1.16266925575896	1	1.00847338301639	1	1.9682783950521	1	1	1.00024370552259	1	1.02684769112831	1.10807894219736
POLR2K	1.02183554930575	1.04649729911515	1	1.00131730218057	1	2.52716853608794	1	1	1.00021943032629	1	1.12528668790124	1.22784501703133
POLR2J	1.02048323763323	1	1	1.03591383055233	1	1.0336215207309	1	1	1	1	1.10593398249073	1
POLR2I	1.05478368180313	1.09486230779342	1	1.00132645649427	1.06470819819459	1.05561046197086	1.03802674428243	1	1.00022618645001	1	1.20893123108649	1.13699722880345
POLR2H	1	1	1	1	1	1	1	1	1	1	1	1
POLR2G	1.52959513902897	1.02503667144187	1	1	1.22178372200104	1.12314382747059	1	1.00008425301399	1	1	1.39553657802025	1.18213418108741
POLR2F	1	1.03528968077028	1	1	1.0508866000024	1.05335771851775	1	1.00007978809686	1	1	2.35503206210975	1.12707867621788
POLR2E	1.02566069508066	1	1	1.00130856563588	1	1.14645177119926	1.00553318573813	1	1	1	1.14056593903091	1
POLR2D	1	1	1	1	1	1	1	1	1	1	1	1
POLR2C	1	1	1	1.02110915416027	1.26153578436918	1	1	1	1.00022481473499	1	1.05636357438339	1
POLR2B	1	1	1	1	1	1	1	1	1	1	1	1
FANCB	1	1	1	1	1	1	1	1	1	1	1	1
FAAP20	1	1	1	1	1	1	1	1	1	1	1	1
SOD3	1.53313588086944	1	1	1.09606171222826	4.76747788087693	1	1.04873025241766	1	1	1	1	4.3425890899634
SOX2	1.02424814837008	1	1.07264611189243	1	1.18371883307504	1	1.30766724423064	1	1.00693386638915	1	1	1
CEBPA	1.76077440883134	1	1	1	1.02472836880365	1.14561469249384	1.46895175839934	1	1.00693386638915	1	1	1
OTOF	1	1	1	1	1	1	1	1	1	1	1	1
LAMTOR5	1	1.32467661591365	1	1	1.04911288245544	1.24338907995576	1	1	1.00021811360826	1	1.82604583534037	1.17402341081745
LAMTOR4	1.02176056567096	1.12254578899981	1	1.01034278020824	1.1644671806909	1	1	1.00007647574521	1	1	1.24395230325616	1.07212564824653
LAMTOR1	1.00599873031337	1	1.00962487843201	1.02810157054417	1	1.68640121931987	1	1.00008466471489	1.00020080756607	1	1.00553185749356	1.22720360613173
LAMTOR2	1.0293736141126	1.09682243263827	1	1.00131237475129	1	1.15899842361104	1	1	1	1	1.15511767068792	1
CENPX	1	1	1.05419907759227	1.02527454190738	1	1.29750802769463	1	1	1.00023585591357	1	1.08923454847927	1
CENPS	1	1	1	1	1	1.13914120444066	1	1.00090715222825	1.00022400083814	1	1.171596188111	1
ISG15	1	1	1	1	1	1	1	1	1	1	1	1
MX2	1	1	1	1	1	1	1	1	1	1	1	1
MX1	1.03415324910155	1.3814499090723	1	1	1	2.19152265058336	1	1.0000897518586	1.0002691722731	1	1	1.6498090110482
IFIT1	1	1	1	1	1	1	1	1	1	1	1	1
USF2	1.39837669691147	1	1	1.28880622757525	1	1.08306127389751	1.23198611815376	1	1.01569214927373	1	1	1.43003209109352
KDM4B	1	1	1.30340899464306	1	1	1	1.67747088593617	1	1	1	1	1
TLR7	1.13905501980262	1.09258369088724	1.00787483818655	1.01263708945196	1	1	1	1.09005087416805	1.00024287487726	1	1.02873893285822	2.12683344235826
RELB	3.56415899985263	1	2.48292259440798	1.3482650042595	1	1.38945934130335	2.12297430911793	1	1.00693386638915	1	2.07085436528901	2.56018088904041
IFNA13	1	1	1	1	1	1	1	1	1	1	1	1
HSPA8	1	1.81249948220602	1	1	1.07550846674727	1.93777358647244	1	1.00009050231133	1.00020251150744	1	1.4984706445666	1.06207745456111
TUBB8	1	1	1	1	1	1	1	1	1	1	1	1
TUBB8B	1	1	1	1	1	1	1	1	1	1	1	1
ZMYM2	1	1	1	1	1	1	1	1	1	1	1	1
MYO18A	1	1	1.45438548424452	1.01518331341739	1.10768838470202	1	1	1	1	1	1	1
FGFR1OP2	1	1	1	1	1	1	1	1	1	1	1	1
CUX1	3.29929733821403	1.00755962908728	1.32268553318144	1.66785523965969	1	1.02631372203385	1.65026994139622	1	1.00693386638915	1	1.12309672033727	1.09286952916202
CEP43	1	1	1.03184150172595	1	1.05647639317052	1	1	1	1.01009457332911	1	1	1
MYBL2	1.17075503517137	1	1	1.20839704064817	1.63324891142706	1	1.17378704279006	1.17321628593672	1	1	1	1.04064971909895
RBBP4	1	1	1	1	1	1	1	1	1	1	1	1
PRDM1	1.02030509044698	1.32482769780517	1	1.07681915482393	1	1.1000246589762	1.17133769412269	1	1.00693386638915	1	1.06454598027692	1.27932190885306
VENTX	1	1	1	1	1	1	1	1	1	1	1	1
TLE4	1	1	1	1	1	1	1	1	1	1	1	1
TLE2	1	1	1	1	1	1	1	1	1	1	1	1
TLE3	1	1	1	1	1	1	1	1	1	1	1	1
VGF	1	1	1	1	1	1	1	1	1	1	1	1
MEF2C	1.29445444561045	1	1.13230491647806	1.87620267224421	2.51225697728109	1	1.16273690996297	1.28513288193735	1	1	1	1.21817177674681
TFF1	1	1	1	1	1	1	1	1	1	1	1	1
RBBP7	1	1	1	1	1	1	1	1	1	1	1	1
IRF5	3.79659350630791	1.06573787750356	1.61684536060511	1.15435278842055	1	1.17152519154244	1.2263368179553	1.3739486357551	1.00693386638915	1	1.48485051395677	2.39105805883136
TRIM4	1	1.01811484582426	1	1	1	1.05758393242422	1	1.00007929749676	1	1	1	1
ZBP1	1	1	1	1	1	1	1	1	1	1	1	1
XPO1	1	1	1	1	1	1	1	1	1	1	1	1
TIFA	1.94483395038763	1.00233550229467	1	1.02350247437264	1.06108504333359	1.03296316287456	1	1	1.00021708016511	1	1	1.00340849601103
CEBPD	2.99014707353761	1	1.10898688003074	1	1	1.61203484284985	2.02491956113321	1	1.09290526861677	1	1.3310618991705	2.57202526844448
BATF	1.20257164841984	1	1.48481051262249	1.02589839076261	1.05848511778449	1	1.7025050073115	1	1	1	1.1035626817551	1.74715686091898
HSPA2	1.64832011755757	1	1.00574498478517	1.0249574921963	3.07748290421983	1	1.00373321687695	1.00007636638713	1.00025023503657	1	1	2.08985135777259
HSPA1L	1	1	1	1	1	1	1	1	1	1	1	1
HSPA1B	1	1	1	1	1	1	1	1	1	1	1	1
STRAP	1	1.1537739370046	1	1.0007342662781	1	1.34391539324333	1	1.00007605388161	1.00019967759112	1	1.46437989592137	1
JUNB	1.65809015602173	1.00594839163105	1.48481051262249	1.01601153644702	1.22440075526618	1	1.06975726743916	1.04035368258858	1.08534107518942	1	1	1.5358644712285
FURIN	1	1	1	1.00042057066117	1	1.12616050416701	1.08899354796077	1	1	1.01532868695462	1	1
FOXO6	1	1	1	1	1	1	1	1	1	1	1	1
SLC38A9	1.06918227052886	1.06688253748426	1.13689529842268	1	1	1.11091972959356	1.00954605808811	1.00007808174407	1	1	1	1.0451049754065
SREBF2	1.43723162208709	1.20470653164435	1	1	1.00435204584658	1	1	1.05084013428079	1.00693386638915	1	1.06545843640986	1.16855385184093
SP7	1.98347837865977	1.02198439178701	1.80927764190774	1	1.12172242167999	1	1.53810910814317	1.15815181514675	1.00693386638915	1	1	2.44892210302323
NR4A3	1.03080287199832	1.00594839163105	1.79302415333703	1.15435278842055	1	1	1.5439310943315	1.02621882611408	1	1	1.05737987114215	1.10604758787171
KCTD6	1	1	1	1	1	1	1	1	1	1	1	1
TRIM21	1	1	1	1	1	1	1	1	1	1	1	1
