SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
PFDN6	1.01459868579888	1	1.15499757821104	1	1	1	2.32559570148802	1	1	1	1	1
PFDN5	1	1.00634376181843	1.27635730752679	1	1	1.01608413475381	1.1858397626734	1.00008296010404	1	1	1	1
PFDN4	1.00949159491223	1.05547393140526	1	1	1	1.00288724405293	1.04843500553524	1.00007842738824	1	1	1	1
PFDN2	1	1	1.59935969072343	1	1	1	1.00927947986918	1.00007695359867	1.00021056475761	1	1	1.00323729855356
PFDN1	1	1.11841546991384	1	1	1	1.25677448705391	1.10925177013317	1.00007850215789	1	1	1	1
PEX7	1.04577610891265	1	1.05386472635192	1	1.08064753481934	1	1.10004474657083	1.00007634800786	1	1	1	1.03716545657893
PEX3	1	1	1	1	1	1	1	1	1	1	1	1
PEX19	1.15864112289689	1.06126468471444	1.25840578139511	1.0010376472577	1.15640082545748	1	1.11442279149776	1.00007610582703	1	1	1.01011114376827	1.16012282253198
PECAM1	1	1	1.05104703141577	1	1	1.07188455291293	1	1.04123436988708	1	1	1	1
PEBP1	1	1.04172375126078	1.42700151885141	1.00054148727297	1.02223260405032	1	1.35248219906735	1	1	1.05026754956006	1	1.40549989033313
PEA15	1	1	1.02867442758987	1	1	1	1	1	1	1	1.00569098457141	1
PDZD11	1	1	1.01507504756661	1.00123898079463	1.22574688226447	1	1.04228454819544	1.03535570814568	1	1	1	1
PDP1	1	1	1.00524612084478	1	1	2.03979239225654	1	1.00008247866833	1	1	1	1
PDIA3	1	1	1.05482299623826	1.01411185584416	1.0557367757786	1	1.18853358429568	1.00008658481239	1	1.01869885203147	1.01060712891111	1
PDCD6IP	1.14106947471531	1.02493039541613	1	1.00775655153404	1.09374792573165	1	1.00671876112894	1	1	1	1.15841678937682	1.12772320809103
PCTP	1	1.12167537723549	1.07460172311794	1	1.36863844692358	1	1.39070398198303	1.00008300096014	1	1	1	1.07693610114441
PCLO	1	1.04842006625898	1.08116289017667	1.00251633185793	1.00701230997667	1.81117866780821	1	1	1.47743809318721	1	1.05775901810949	1
PAX2	1	1.07734929618447	1	1	1	1.32738899526874	1	1	1	1	1	1
PARVA	1	1	1	1	1	1	1	1	1	1	1	1
PARD6A	1.00113304154596	1	1.03720629493698	1.01595008633496	1.04583485495893	1	1.25382793041793	1.00009273316038	1	1	1	1
PAGR1	1	1	1.24932598741935	1.0019632517631	1.03489755684451	1	1.17304659944761	1	1.00020238619387	1	1	1.00345994723296
NTS	1	1	1	1	1	1	1	1.28360706191865	1	1	1	1
NTRK2	1.06492573147714	1.14053292186712	1	1	1	2.84654671061614	1.03216066525297	1	1	1	1.71020882878166	1
NTRK1	1	1	1	1	1	1	1	1	1	1	1	1
NTN1	1	1	1	1	1	1	1	1	1	1	1	1
NSMCE3	1	1	1.10124048844998	1.00031090985481	1	1	1	1	1.00021138472696	1	1	1
NSMCE1	1.170311630307	1	1.2816412008017	1	1.01551380898054	1.02118096440158	1	1.00007850184868	1.0002028843031	1	1	1
NSL1	1	1	1.20457857877132	1.03168111345041	1	1	1.00972366041246	1	1	1	1.02412005437464	1
NRXN2	1	1	1	1	1	1	1	1	1	1	1	1
NRP1	1	1	1.04179745948105	1	1.11449522597302	1	1	1.02580852138113	1	1	1.08904881714203	1
NPRL2	1.11738604351292	1	1.84950024389838	1	1	1.02720765142412	1.00067121849084	1.00008798162463	1	1	1	1
NPNT	1	1.00222908911787	1	1	1	5.20086149323443	1	1	1	1	1.09887776704156	1
NOP10	1	1	1.28408123462857	1.00131966214773	1.02416456849351	1	1.47337789026463	1	1	1	1	1
NIPAL2	1	1	1	1	1	1	1	1	1	1	1	1
NHP2	1.0047110274389	1	1.61877270563639	1	1	1	2.36190318276316	1	1	1	1	1
NFASC	1.00544663069588	1	1	1.00261591153066	1	1.22732208485434	1	1	1.10342638371658	1	1	1
NEURL1B	1	1	1	1	1.16069959051749	1.00306149714965	1	1	1.00021709781498	1	1.00141828540538	1
NCAPG	1	1	1	1.01839946547262	2.53623796404145	1	1.02606034595477	1.00008482650096	1.00020736934121	1	1	1.10434702112508
NCAN	1	1	1	1	1	1	1	1	1	1	1	1
MCM6	1	1	1	1.00616036343501	1.32979353389331	1	1	1.13242893376919	1	1	1	1.09042130665264
MCM3	1	1.119781918704	1	1	1.2463583637766	1	1.01026639690848	1.18996707672584	1	1	1	1.12103553564135
MCHR1	1.01495182544876	1	1	1.01527791670121	1	1	1	1	1	1	1	1.0316480106445
MCAM	1	1	1	1.00079665773128	1	1.53733060321937	1	1	1.00023732301283	1	1.12714243095778	1
MASTL	1	1	1	1	1	1	1	1	1	1	1	1
MASP2	1.03089777671639	1.01283911864767	1.66422517060626	1.035063999136	1.08013784840954	1	1.00409683743989	1.00007920344189	1.00019990664728	1	1	1
MAPRE1	1	1	1.10074360270401	1	1.06848364929969	1	1.04365476838393	1	1.00019842567335	1	1	1
MAP1LC3B	1	1	1	1	1	1	1	1	1	1	1	1
MAP1LC3A	1	1	1.18064633747407	1	1.05663618010006	1	1.00806228321902	1.00007975514975	1	1	1	1.01947974734509
MAIP1	1	1	1.67292726666893	1	1.02756183894538	1	1.06272856133205	1.00008045398694	1	1	1	1.04138224559433
MAGOH	1.01374943272931	1.02190180192614	1	1.04529254514666	1	1	1.05852888779935	1	1	1	1	1.04044663837838
MAGOHB	1	1	1.14686312452775	1.02922708397878	1	1	1	1	1	1	1.01519906078257	1
MADD	1	1.04758026668468	1	1	1.02672330394916	1.7566940877356	1	1	1.03819325070745	1	1	1.5684512418106
MAD2L2	1	1.01292931014654	1	1.00729142787531	1	1	1.40888470077286	1	1	1	1	1.02515133883098
M6PR	1	1.0065924952204	1.09863913172594	1	1.31002158730603	1	1.01101545754714	1	1.00020414460148	1	1.00157391738223	1
LY86	1	1	1	1	1.02324568394789	1	1	1.00007922804533	1	1	1	1
LUM	1	1	1	1	1	1.38605658928257	1	1	1.00020062212266	1	1	1
LTBP4	1	1.08205591163151	1	1	1	2.40136644662063	1	1	1.00024770820947	1	1	1
LTB	1	1	1	1	1.08751363462402	1	1	1.00008472011509	1	1	1	1
LSM7	1	1	1.18189514043245	1.00809886829438	1	1.08467864740715	1	1.00008649353257	1	1	1	1
LSM6	1	1	1.18371411801941	1.01200112099003	1	1.01365634881613	1.20817538234891	1	1.00020418995606	1	1	1
LSM5	1	1	1.30556615263603	1.05639411284816	1	1	1	1.00008861967058	1	1	1	1
LSM4	1	1	1.06073982956296	1	1	1	1.07435998286099	1.00007691807069	1	1	1	1.11849130652265
LSM3	1.0431223907016	1.01826186373827	1.00349492782696	1	1.12176863419341	1	1.05922678273292	1	1.00021512520541	1	1	1
LSM2	1	1	1.32185846723056	1.06446460151019	1	1	1.06633670303077	1	1	1	1	1
LSM1	1	1	1.19546571633241	1.0208548512893	1	1	1.19025539749931	1	1.06394299956716	1	1	1
LSM10	2.27197440726523	1	1	1.00265136933024	1	1.05669828897017	1.01479117794287	1	1.00020784392349	1	1	1
HENMT1	1	1	1	1	1	1	1	1	1	1	1	1
HAVCR2	1	1	1.05831100793352	1	1.26460777298903	1	1	1.00008509375911	1	1	1.07019598984372	1.04674901925528
HAUS1	1	1	1.10494641258453	1.00132559239703	1	1.06823937950931	1.00872404178753	1	1	1	1	1
HAT1	1	1	1.19140199741664	1	1	1.01059026891571	1	1.00008473472056	1	1	1	1
H2AZ1	1	1	1.03204236323406	1	1.02299733114607	1	1.51694950490356	1.00007650621942	1	1	1	1.04403250928112
H2AC21	1	1	1.07665367507679	1.00265020772424	1	1	1	1.0000938196282	1	1	1	1
H2AC13	1	1	1	1.01977940505566	2.23592225897713	1	1.06138826649584	1.04516999409214	1	1	1	1
H2AC12	1	1	1	1	1.64183050608196	1	1	1	1	1	1	1
GTF3C6	1	1	1.32548780327723	1	1	1.02274152648094	1.19746422050376	1.00008240306995	1	1	1	1
GTF3A	1	1	1.03318506805425	1.15435278842055	1.69349701878703	1	1.13387064302688	1	1	1	1	1.09588704645664
GTF2H5	1.04385491326976	1	1.0052075128835	1	1	1.13967659500213	1.07534575328159	1	1	1	1	1
GTF2B	1	1	1	1	1	1	1	1	1	1	1	1
GSN	1	1	1.08598546041806	1	1	2.31397890811264	1	1	1.64034635685328	1	1	1
GRPEL1	1.23150051975687	1.08205612554419	1.29099050299613	1	1.13764702910585	1	1.38271612559026	1	1.00021629825171	1	1	1.46500279281829
GRK3	1	1	1	1.00184536056075	1	1	1	1.00008302993852	1	1	1	1
GNAI2	1	1	1.00153943714849	1.00194188069996	1.01181814707278	1	1	1.00007782427695	1	1	1.14123112010144	1.02515288221567
GCHFR	1.09617766810217	1.06681642519024	1	1.00832492466485	1	1	1.14468670493297	1.04559276988731	1	1	1	1.01317962974917
FYTTD1	1	1	1.11784126320779	1	1	1	1.61664528109891	1	1	1	1	1
EIF4A2	1	1	1	1	1	1	1	1	1	1	1	1
EIF4A1	1	1	1	1	1	1	1	1	1	1	1	1
EIF3M	1.05038324897719	1.0127608970818	1.43796158362908	1	1.00660589669702	1	1.72160805567626	1.00007955776766	1	1	1	1
EIF3L	1.29235542779438	1	1.1069240113907	1	1	1.05549705265989	1.00047278392811	1.00007994683018	1	1	1	1.02448327995174
EIF3K	1	1	1.32896094167205	1	1	1.21614773045105	1.07588764736507	1	1.00020608254625	1	1	1
EIF3I	1	1	1.09081088199745	1	1	1.01988935324537	1.5121045171121	1.00008117477935	1	1	1	1
EIF3H	1	1	1.58677383625352	1	1	1.04328203843248	1.10682521019834	1	1	1	1	1
EIF3G	1	1	1.39029545817606	1	1	1	1.89542907469359	1.0000772742041	1	1	1	1
EIF3F	1	1.0024576165005	1.29699386197009	1	1	1.0697934876008	1.3499876026453	1	1	1	1	1
EIF3D	1	1.12952350026016	1.09899547183591	1	1	1	1.29963678119169	1.00007983184422	1	1	1	1.00505706630308
EFEMP2	1	1	1	1	1	1.9559097902102	1	1	1.00020495126287	1	1.03497556043834	1
EFEMP1	1	1.18131208161222	1	1	1	1.06633021935577	1.05144628018273	1	1	1	1	1
EEF2KMT	1	1	1	1.02212123619737	1.19834798062416	1	1.08807336215318	1.00007880362057	1	1	1	1.03866881575818
EEF1B2	1.01027561701776	1.00222182163181	1.47648723920412	1	1	1.02845551993359	1.10174750230208	1.0000862201968	1.00019674992079	1	1	1
EEF1AKMT1	1	1	2.05591555826127	1.00524478139327	1	1	1.02301873752406	1	1.00020950195593	1	1	1.00684870743861
EEF1A2	1	1	1	1	1	1.14715271814944	3.35422325721864	1	1.16362498269215	1	1	1
EEF1A1	1	1.06511556551056	1.17276513835531	1.00257885250975	1	1	1.12351439938979	1.00008124332493	1	1.0137074649578	1	1
EDNRB	1	1	1.24857614986497	1.00078881926223	1.0125370857731	1	1.00867818029631	1.50546626501652	1	1	1.24689269209565	1
EDNRA	1	1	1	1	1	1.32653102541258	1	1.13598533410525	1	1	1.38538620680522	1
ECSIT	1.0444496113659	1.14616792669099	1.14607686274827	1	1	1.31491653379698	1.1934204473715	1	1.00021054344271	1	1	1
EBI3	1	1	1	1	1.01520598516281	1.01219899563569	1	1.00008068321273	1	1	1.02182478822733	1
EAF2	1	1	1	1	1.07457715659589	1.15405105048802	1	1	1.00020559334574	1	1	1
E2F8	1	1	1	1	1	1	1	1	1	1	1	1
DZIP1	1	1	1	1	1.00990307832855	1.3701076933382	1	1.00008746651549	1	1	1.15302991347445	1
DYRK2	1.03061323773819	1.04726073796499	1	1	1	1.24653907524566	1	1.00008474661187	1	1	1.20460349662438	1
DYNLRB2	1	1	1	1.00531987587735	1	1	1.01655630516813	1	1	1	1	1
DYNLRB1	1	1	1.08531859844414	1.00794637723142	1.01167339986801	1	1.40463658062552	1	1	1	1	1
DYNLL1	1	1	1.11968309726347	1.00587624190053	1.1050799991895	1	1.64484022180553	1	1	1	1	1
DYNC2I2	1.0201583219037	1	1.60452230976402	1	1.02848541814676	1	1	1.00007682133114	1	1	1	1.00636623859779
DYNC1I2	1	1	1.25481955741768	1	1	1	1	1	1.00020620744355	1	1	1
DTL	1	1	1	1.05595530000515	1.75804886596266	1	1.05219302650465	1.00011302688881	1	1	1	1
DSE	1.03683521858261	1	1.09510128668956	1	1	1	1	1.00008557099291	1	1	1.05345646362265	1
DR1	1	1	1	1	1	1	1	1	1	1	1	1
DPY30	1	1	1.26468258995947	1	1	1	1.04215027715357	1	1	1	1	1
DPH3	1.15876334354279	1	1.3019576305669	1.04595436963873	1.01401753127512	1	1.51411583718704	1	1	1	1	1.03053524218276
DPH2	1	1	1.09362175602399	1	1.03587295099678	1	1.30256971333128	1	1.0001994281302	1	1	1.30822647850011
DOK2	1	1	1.55914141808928	1	1.31901567923399	1	1.02712574029488	1.00008855613518	1	1	1	1
DOHH	1	1	1	1	1	1	1	1	1	1	1	1
DOCK8	1	1	1	1	1	1.11199401367378	1	1	1.00024908653628	1	1.0909258637441	1
DOCK2	1	1	1	1	1.27444264779757	1	1	1	1	1	1	1
DOCK11	1	1	1.03103671071239	1	1.01515527876805	1	1	1.00008384196958	1	1	1	1
DOCK10	1	1	1	1	1.08031267557476	1.00833267473661	1	1.00007895185441	1	1	1	1
DNPH1	1	1.01279166878482	1.83411468082403	1	1.03442100270678	1	1.4556369356943	1.00008347683008	1	1	1	1.0596951586688
DNASE2	1	1.02768864282504	1.05252481279107	1.007828956396	1	1	1.00895860021823	1.01185416551836	1	1	1	1
DNAL4	1	1.04872175903945	1.18854219585342	1.00031155236417	1	1.23910638079171	1	1	1	1	1.02072824000138	1
DNAJC19	1.03608650680586	1.10774485690467	1.23331554394338	1	1	1	1.21606392663337	1.07277400934499	1.0001984845798	1	1	1
DNAJB1	1.17017046450396	1	1.21002572483325	1	1.04354104880487	1	1.38957732776755	1	1.0002098138858	1	1	1.25006234097689
DNAJA1	1	1	1.27663766682041	1.02169714329643	1.1063890263874	1	1.17590852673407	1	1.00020504561016	1.01388428163041	1	1.06331512700097
DLGAP4	1	1	1	1	1	1	1	1	1	1	1	1
DLGAP3	1	1	1	1	1	1	1	1	1	1	1	1
DLGAP2	1	1	1	1	1	1	1	1	1	1	1	1
DKK2	1	1	1	1	1	3.77068038407985	1.15251693390584	1	1	1	1.31311381457241	1
DERL2	1.04732978645382	1	1.09363026737172	1.07468269757969	1.01341944730658	1	1.07824892932951	1	1.00020897633783	1	1	1
DERL1	1	1	1.12677622833259	1.00784435642986	1	1	1.30893147410515	1.00007974446221	1.00020940147612	1	1	1.10117436890385
CST3	1	1.02949644236338	1.00800122098112	1	1	1	1.07029013232508	1.00008371892142	1	1.02158360665578	1	1
CSNK2B	1.09494330898225	1	1.16408653889821	1	1.18351405416653	1	1.31934491115065	1.05419989578292	1	1	1	1
CSF2RB	1	1	1.09035841547952	1	1.24459138406924	1	1	1.00008155715759	1.00020450393558	1	1	1
CSF1R	1	1	1.03576088299683	1	1	1.07831756488649	1	1.02553592832706	1	1	1.21117440080808	1
CRTAP	1	1.20002534298892	1	1	1	1.04667517926561	1.25077983198435	1.00008231061304	1	1	1	1
CRH	1	1	1	1	1	1	1	1	1	1	1	1
CREB3L3	1	1	1	1	1	1	1	1	1	1	1	1
CRADD	1.04340508564273	1.04019366941721	1.12478387279075	1	1.03274789200389	1	1.25455006241292	1	1.08921109135788	1	1	1.01726378763673
COX16	1.00535795630088	1	1	1.02216163680798	1	1	1.00479213204092	1.00008286368343	1.00023927886617	1	1	1
COX14	1	1	1.2344638191954	1.00256689878614	1	1	1	1.00007878042713	1	1	1	1
COPZ2	1.02082644500248	1	1.30504503380373	1	1	1.12743150161175	1	1.00008363420294	1	1	1	1
COPZ1	1.02368904288473	1	1.09232680163259	1	1	1	1.030045502905	1	1	1	1	1
COPS8	1	1	1.10753862296869	1	1	1.19672461028761	1.27273574148489	1	1	1	1.00054334009031	1
COPS7A	1	1	1.01714429978543	1.00122939610316	1	1.05449290711561	1	1.00621011252249	1	1	1	1.04595698681306
COPS5	1	1	1	1	1	1	1	1	1	1	1	1
COPS4	1	1	1.59595315001225	1	1	1.00845999953143	1.11129097921443	1	1	1	1	1
COPS3	1	1.00194439019267	1.26298642794551	1	1.00100092241708	1	1.0591969203354	1.00007709589797	1	1	1	1
COPRS	1	1	2.00953981729532	1	1	1	1.45682433697612	1.00008114467625	1	1	1	1
COPE	1	1	1.02912193792754	1	1.22327025368026	1	1.32538474363652	1.00008223915206	1	1	1.02168079841417	1
COPB1	1	1	1.17699348783159	1	1.55320978877402	1	1	1	1	1	1	1.07921947310871
COLEC11	1	1	1	1	1	1	1	1	1	1	1	1
COL8A2	1	1	1	1	1	1.27763747161527	1	1	1.000255129185	1	1	1
COL6A3	1	1.00001225046421	1	1	1	2.02603452666029	1	1.00008340128443	1	1	1.08489584911607	1
COL6A1	1.0766312646728	1.01160705062938	1	1	1.07321171448442	1.26057024584908	1	1.00008349124975	1	1	1.40688225499133	1
COL5A2	1	1	1	1	1	1.05715172835524	1	1.00008316650163	1	1	1.03923402089967	1
COL5A1	1	1	1	1.00031108290623	1.00327746010911	1.15404327666578	1	1	1	1	1	1
COL4A5	1	1	2.35772164862683	1	1	1.42243018034109	1	1.00008277407092	1.00028421570838	1	1.05360401708918	1
COL4A4	1	1.06515102575046	1	1	1	2.9597723401527	1	1	1	1	1.12114617422338	1
COL4A3	1	1.11624146936548	1.04724266675301	1	1	6.43459179258252	1	1	1.00022375626018	1	1.2721125625041	1
COL4A2	1	1	1	1	1.00034563179233	1	1	1	1.00019927598898	1	1	1
COL4A1	1	1	1	1	1.04908206705992	1	1	1	1	1	1	1
COL3A1	1	1	1	1	1.33048085324266	1	1	1.00007695790009	1	1	1.02180589703626	1
COL1A1	1	1	1	1.00136943905031	1.08899210873038	1.0262958243509	1	1.00007703755341	1	1	1	1
COL16A1	1	1.02604665362864	1	1	1	2.19477256261083	1	1	1.00024565336228	1	1.04347932411136	1
COL15A1	1	1	1	1	1	3.37999594135589	1	1	1.23013643256209	1	1	1
COL14A1	1	1	1	1	1.01167144048732	1.05681250546091	1	1	1	1	1.06721793134732	1
COL12A1	1	1	1.1196457336763	1	1	1.36041904365627	1	1.00009183224887	1	1	1.72831562861382	1
COL11A1	1	1	1	1	1	1.07241469399015	1	1	1.00025572385824	1	1.44454233736701	1
COG8	1.28102610117863	1.14724763045168	1.02063648640067	1	1.02768430280297	1	1.00968944253822	1.00008490175646	1.00020582171325	1	1.26513371231087	1.46894767038449
COG7	1.02428695202339	1.13735889888054	1	1	1	2.10411864342187	1.00089295870289	1.00008727237478	1.00020349696715	1	1.38125096051942	1.00178133379433
COG6	1	1	1	1	1	1	1	1	1	1	1	1
COG5	1	1	1	1.15870016300917	1.00748472635735	1	1.08922423893607	1	1	1	1.00569354958641	1.09927897772737
COG3	1	1	1	1	1	1	1	1	1	1	1	1
COG2	1	1	1	1	1	1	1	1	1	1	1	1
COG1	1.03581700422429	1	1	1.0019442836075	1.84180768291053	1	1.03174941971218	1	1	1	1.0089371321379	1.32724107528901
COA1	1	1	1	1	1	1	1	1	1	1	1	1
CNOT8	1	1	1	1	1	1	1	1	1	1	1	1
CNIH1	1	1.01182556974475	1.01629321790123	1.01361471491091	1.09764307685115	1	1.20684191510343	1.01963535751309	1	1	1	1.04445750831664
CLTC	1	1	1.27550220994794	1	1	1	1.09322250682778	1	1	1	1.00001037852317	1.08460217164576
CLTB	1	1	1.2944074341952	1	1	1	1.08946103377039	1.00008316586997	1	1	1	1.02531469384622
CLTA	1	1	1.52192709992411	1	1.01010251916258	1	1.49474447913099	1.00007958712252	1	1	1	1
CLPP	1	1.01583887302814	1.2652906992045	1	1.17342578383581	1	1.29160406519175	1.00007632492182	1	1	1	1.0445252596549
CLP1	1	1	1.04439783778094	1.03723924239579	1.02466908581314	1	1.00089235767008	1	1.00022835711578	1	1.06552238635308	1.09813135792821
CDK19	1	1	1	1	1	1	1	1	1	1	1	1
CDH6	1	1	1	1	1	1.22251780178695	1	1	1.03443982618466	1	1	1
CDH5	1	1.00147403162098	1.16132773339619	1	1	1.12060825759084	1	1.15066575020444	1	1	1.05323236523589	1
CDH11	1	1.05603873830574	1	1	1	1.59300222373224	1	1	1.00027784075678	1	1.01615932883705	1
CDC7	1	1	1.00210978372491	1	2.72780832475025	1	1.11699614538727	1.08754963980335	1	1	1	1
CDC6	1	1	1	1	1.96403999632045	1	1.02881342665299	1	1.00020833388569	1	1	1.09897250863725
CDC45	1	1	1	1.02331333177469	1.79334759014695	1	1.00764648501586	1	1	1	1	1.15857987538572
CDC42BPA	1	1	1	1	1	1	1	1	1	1	1	1
CDC42	1	1	1.05242915526949	1	1.04418464073971	1	1.2779494607659	1.00007809363339	1	1	1	1
CD96	1	1	1	1.0129168209757	1.0328804768068	1.0183686788732	1	1	1.0407797775559	1	1.02087092205319	1
CD8B	1	1	1	1	1.27785379378143	1	1	1	1.0002367767086	1	1	1
CD8A	1	1	1	1	1.20258402264961	1	1	1.00032045792886	1.00020361579958	1	1	1
CD86	1	1	1.12645101893546	1	1.00040944180326	1	1	1.05880956895546	1	1	1	1
CD81	1	1	1	1	1	1	1	1	1	1	1	1
CD79B	1	1	1	1	1	1	1	1	1	1	1	1
CD79A	1	1	1	1	1	1.22667404040816	1	1	1	1	1.15196128417507	1
CD74	1	1	1	1	1.17148132177171	1	1	1.00027044037236	1	1	1.01754644777919	1
CD72	1	1	1	1.01592983884344	1.01553764397044	1	1	1.00007800235141	1	1	1.05962027861151	1
CD59	1	1	1.05565377815968	1	1	1	1.18215325824846	1	1	1	1	1
CD47	1	1	1	1	1	1	1.09530701802549	1.60684674891105	1	1	1	1
CD3E	1.00536274021156	1	1	1	1.029643003359	1	1	1.12838215202491	1.00021410838287	1	1	1
CD3D	1	1	1	1	2.13577995148365	1	1	1.31578302531313	1.0001399329106	1	1	1
CD34	1	1.01720561148165	1.0007522311625	1	1	2.91498365643206	1	1.00008506752756	1.00020312384716	1	1.39386170885727	1
CD2	1	1	1	1	1.01339774135879	1	1	1.00009170810306	1	1	1	1
CD24	1	1	1	1.0063839586138	1.02492909267923	1.04270361691118	1	1.00008117181966	1.00027690310788	1	1	1
CD244	1	1	1	1	1	1	1	1	1	1	1	1
CD1C	1	1	1.37727371649503	1	1.64690419194918	1	1	1.00011142970759	1.00028270498392	1	1.04593672941944	1
CD1B	1	1	1	1	1.02162694562945	1	1	1	1	1	1	1
CD180	1	1	1	1	1.12731176483317	1	1	1.00008722808204	1	1	1.00444596347402	1
CD177	1	1	1	1	1	1	1	1	1	1	1	1
CD151	1	1	1.04624276822707	1	1.64594406224617	1.00231627107012	1	1.00008773005551	1	1	1	1
CCT8	1.0449568642859	1	1.0744812127876	1	1	1	1.46324556639594	1	1	1	1	1
CCT6A	1.11919700659768	1	1.03327394914606	1.00054085902684	1	1	1.46963541598108	1	1	1	1	1.62824573260646
CCT5	1	1	1.63523792859402	1.00456271553167	1.02323703387133	1	1.31562872591992	1	1	1	1	1.00506564117795
CCT4	1.00821084476842	1	2.10344212475632	1	1	1	2.18039136607252	1	1	1	1	1
CCT3	1.02253029461852	1	1.21911400109436	1	1.08527760638813	1	1.31309696638911	1	1	1	1	1.03445143407429
CCT2	1	1	1.13866146823442	1.00054085082945	1.08208466226787	1	1.24089337841951	1	1	1	1	1.08874202691981
CCR6	1	1	1	1	1	1	1	1	1	1	1	1
CCR5	1	1	1	1.00126626550341	1.39098369419269	1	1	1	1.00020964979259	1	1	1
CCR2	1	1	1	1	1	1.04070517943157	1	1	1.00023302195589	1	1.04518957571697	1
CCR1	1	1	1.10258105153999	1	1.03455685099366	1	1	1.02513521810285	1	1	1	1
CCN1	1	1	1	1	1	1	1	1.92725372028829	1	1	1	1
CCL5	1	1	1	1.00305009230142	1.1476244217428	1	1	1.00008854587709	1	1	1	1
CCL4L2	1	1	1	1	1.55199512160882	1	1.08823397857489	1	1	1	1.01641071051979	1.16880782955637
CCL4	1	1	1	1	1.65795525534512	1	1.06402674601605	1.00009756500843	1	1	1	1
CCL21	1	1	1	1	1	1.03191414501663	1	1.05648471007848	1.00020272026179	1	1.05276077262579	1
CCL20	1	1	1	1	1.02747133721505	1	1	1	1	1	1	1
CCL19	1	1	1.04180457545888	1	1	1.10389159694963	1	1	1.30442244680125	1	1	1
CCDC115	1	1	1.09413338584903	1.00797009425606	1	1	1	1	1	1	1	1
CC2D1B	1	1	1	1	1	1	1	1	1	1	1	1
CBX3	1.00516420606286	1.01903418687349	1.27743416840041	1	1	1	1.45198560289257	1.00140241018268	1	1	1	1
CBL	1	1	1	1	1.4248248976842	1	1	1.00008135848638	1	1	1	1
CAVIN1	1	1	1.57907501963619	1	1	3.17477743976865	1	1	1.00021251076008	1	1.38574121436777	1
CAV2	1	1.0023418024089	1	1.0039692544198	1.00314870703735	1	1.26069316569958	1.00007633795239	1	1	1.05558485935396	1
CAPNS1	1	1	1.14902580866435	1.00054105153762	1.0015397265713	1	1.41632977750011	1.00007718309458	1	1	1.19204514971045	1
CAPN2	1	1.05511975298877	1	1.00124777137364	1	1.12742047412693	1	1	1.00022841788399	1	1	1
C7	1	1.07471117781137	1	1	1	1.16180861270898	1	1	1.08817510000417	1	1.01684959414996	1
C1QC	1	1.00735504571623	1.03647316149302	1	1.15842429579973	1	1	1.00007887871623	1	1	1.05950706467138	1
C1QBP	1	1.00405773833897	1.0395777178422	1	1.1613949848481	1	1.21375782608019	1.00008200097472	1	1	1	1
C1QB	1	1.00737398486803	1.0882179239384	1	1.02632354170699	1	1	1.00007928556381	1	1	1.12211347340668	1
C1QA	1	1	1.23448515090184	1	1	1	1	1.00008571954193	1	1	1.09327062691693	1
C1GALT1C1	1	1	1.10472714003409	1	1.03420623114266	1	1.10354013979216	1.00008184509342	1	1	1	1
C1D	1	1.25485510385982	1	1.00124157904852	1	1	1	1	1	1	1	1
BYSL	1	1.01390059250756	1	1	1.25065031552448	1	1.00309449873861	1	1.00025864794549	1	1	1
BUD31	1	1.00879172599527	1.0042838196715	1.03059276046925	1.0507131222173	1	1.07639331542515	1	1.00013894143162	1	1	1
BUB3	1	1	1.08674491910133	1.00493223332054	1.11893477901358	1	1.11309817215332	1	1.00019960917962	1	1	1
BUB1	1	1	1	1.00127970538282	2.04717223405591	1	1.19819076297085	1	1	1	1	1.02188938218022
BTLA	1	1	1	1	1	1	1	1	1	1	1	1
BTK	1	1	1	1	1.12671554764522	1	1	1.00009267548742	1	1	1	1
BTG2	1.19789898588773	1.01014725566342	1.13230491647806	1.00885710231202	1.00435204584658	1.08707323147199	1	1	1.13714297390944	1	1.04886091824131	1
BTBD6	1.0365530833595	1.02999469868304	1.25214020196101	1	1	1.50103310020933	1.10229823420821	1	1.00020848471153	1	1	1.02185233224141
BSG	1	1.0425462171925	1.01701446707876	1	1	1	1.1243587122555	1.00008662759701	1	1	1	1
BRMS1	1.03984421825515	1	1	1.00975038211949	1.02164236527379	1	1.22610290579362	1	1.0002000595765	1	1	1.15694871360968
BRK1	1	1.00918192721613	1.05532619500056	1	1	1	1.17642918557721	1	1.00019885018328	1	1	1
BNIP3L	1	1	1	1	1.01848188001664	1	1	1	1	1	1.12061798242284	1
BNIP1	1	1.05543307269429	1	1	1.05266447795552	1	1	1	1.00022611541038	1	1	1
BLOC1S4	1	1.14658525540949	1.00775911604732	1.00262585834591	1	1.09209754267418	1	1	1	1	1	1
BLOC1S1	1.00179877632803	1	1.45766562930039	1.00195763857671	1	1	1.19975840382607	1.00008370618047	1	1	1	1
BLM	1	1	1	1	1.1015768035729	1	1.01421286828112	1.00008125485008	1.00022590865802	1	1	1.0043251810637
BIRC3	1	1	1	1	1.06162479582511	1.03524904912738	1	1.00009347316393	1	1	1	1
BICD1	1	1	1	1	1	1.39596559810707	1	1	1	1	1.00172210864799	1
