"A4GALT"	"catalysis-precedes"	"ABO"
"A4GALT"	"catalysis-precedes"	"AK3"
"A4GALT"	"catalysis-precedes"	"ALG13"
"A4GALT"	"catalysis-precedes"	"ALG14"
"A4GALT"	"catalysis-precedes"	"ALG5"
"A4GALT"	"catalysis-precedes"	"B3GALNT1"
"A4GALT"	"catalysis-precedes"	"B3GALT1"
"A4GALT"	"catalysis-precedes"	"B3GALT2"
"A4GALT"	"catalysis-precedes"	"B3GALT4"
"A4GALT"	"catalysis-precedes"	"B3GALT5"
"A4GALT"	"catalysis-precedes"	"B3GALT6"
"A4GALT"	"catalysis-precedes"	"B3GLCT"
"A4GALT"	"catalysis-precedes"	"B3GNT5"
"A4GALT"	"catalysis-precedes"	"B3GNT6"
"A4GALT"	"catalysis-precedes"	"B4GALNT1"
"A4GALT"	"catalysis-precedes"	"B4GALT1"
"A4GALT"	"catalysis-precedes"	"B4GALT2"
"A4GALT"	"catalysis-precedes"	"B4GALT3"
"A4GALT"	"catalysis-precedes"	"B4GALT4"
"A4GALT"	"catalysis-precedes"	"B4GALT5"
"A4GALT"	"catalysis-precedes"	"B4GALT6"
"A4GALT"	"catalysis-precedes"	"B4GALT7"
"A4GALT"	"catalysis-precedes"	"C1GALT1"
"A4GALT"	"controls-production-of"	"CHEBI:17659"
"A4GALT"	"controls-production-of"	"CHEBI:17950"
"A4GALT"	"controls-production-of"	"CHEBI:18307"
"A4GALT"	"controls-production-of"	"CHEBI:18313"
"A4GALT"	"controls-production-of"	"CHEBI:67119"
"A4GALT"	"catalysis-precedes"	"CHPF2"
"A4GALT"	"catalysis-precedes"	"CHSY1"
"A4GALT"	"catalysis-precedes"	"CSGALNACT2"
"A4GALT"	"catalysis-precedes"	"DPM2"
"A4GALT"	"catalysis-precedes"	"ENTPD3"
"A4GALT"	"catalysis-precedes"	"ENTPD5"
"A4GALT"	"catalysis-precedes"	"EXT1"
"A4GALT"	"catalysis-precedes"	"EXTL1"
"A4GALT"	"catalysis-precedes"	"EXTL3"
"A4GALT"	"catalysis-precedes"	"GALC"
"A4GALT"	"catalysis-precedes"	"GALNT4"
"A4GALT"	"catalysis-precedes"	"GALT"
"A4GALT"	"catalysis-precedes"	"GBGT1"
"A4GALT"	"catalysis-precedes"	"GCNT1"
"A4GALT"	"catalysis-precedes"	"GCNT3"
"A4GALT"	"catalysis-precedes"	"GCNT4"
"A4GALT"	"catalysis-precedes"	"GLA"
"A4GALT"	"catalysis-precedes"	"GLB1"
