"A4GALT"	"catalysis-precedes"	"B3GALNT1"
"A4GALT"	"catalysis-precedes"	"B3GNT3"
"A4GALT"	"controls-production-of"	"CHEBI:58223"
"A4GALT"	"catalysis-precedes"	"CMPK1"
"A4GALT"	"catalysis-precedes"	"ENTPD4"
"A4GALT"	"catalysis-precedes"	"NME1"
"A4GALT"	"catalysis-precedes"	"NME2"
"A4GALT"	"catalysis-precedes"	"NME3"
"A4GALT"	"catalysis-precedes"	"NME6"
"A4GALT"	"catalysis-precedes"	"RRM1"
"A4GALT"	"catalysis-precedes"	"RRM2"
"A4GALT"	"catalysis-precedes"	"SI"
"A4GNT"	"controls-production-of"	"CHEBI:58223"
"A4GNT"	"catalysis-precedes"	"ENTPD4"
"AACS"	"catalysis-precedes"	"AANAT"
"AACS"	"catalysis-precedes"	"ACACA"
"AACS"	"catalysis-precedes"	"ACACB"
"AACS"	"catalysis-precedes"	"ACAT2"
"AACS"	"catalysis-precedes"	"ACLY"
"AACS"	"catalysis-precedes"	"ACOT12"
"AACS"	"catalysis-precedes"	"ACOT6"
"AACS"	"catalysis-precedes"	"ACP2"
"AACS"	"catalysis-precedes"	"ACP3"
"AACS"	"catalysis-precedes"	"ACP5"
"AACS"	"catalysis-precedes"	"ACP6"
"AACS"	"catalysis-precedes"	"ACSBG2"
"AACS"	"catalysis-precedes"	"ACSL1"
"AACS"	"catalysis-precedes"	"ACSL3"
"AACS"	"catalysis-precedes"	"ACSL4"
"AACS"	"catalysis-precedes"	"ACSL5"
"AACS"	"catalysis-precedes"	"ACSS2"
"AACS"	"catalysis-precedes"	"AK1"
"AACS"	"catalysis-precedes"	"AK5"
"AACS"	"catalysis-precedes"	"AK7"
"AACS"	"catalysis-precedes"	"ALDH1A3"
"AACS"	"catalysis-precedes"	"ALDH3A1"
"AACS"	"catalysis-precedes"	"ALDH3B1"
"AACS"	"catalysis-precedes"	"ALDH3B2"
"AACS"	"catalysis-precedes"	"ALPG"
"AACS"	"catalysis-precedes"	"ALPI"
"AACS"	"catalysis-precedes"	"ALPL"
"AACS"	"catalysis-precedes"	"ALPP"
"AACS"	"catalysis-precedes"	"AMPD1"
"AACS"	"catalysis-precedes"	"AMPD2"
"AACS"	"catalysis-precedes"	"AMPD3"
"AACS"	"catalysis-precedes"	"AOX1"
"AACS"	"catalysis-precedes"	"BAAT"
"AACS"	"catalysis-precedes"	"CHAT"
"AACS"	"controls-production-of"	"CHEBI:13705"
"AACS"	"controls-production-of"	"CHEBI:16027"
"AACS"	"controls-production-of"	"CHEBI:17369"
"AACS"	"controls-production-of"	"CHEBI:57286"
"AACS"	"controls-production-of"	"CHEBI:57287"
"AACS"	"controls-production-of"	"CHEBI:57288"
"AACS"	"controls-production-of"	"CHEBI:57392"
"AACS"	"controls-production-of"	"CHEBI:58280"
"AACS"	"catalysis-precedes"	"CPT1A"
"AACS"	"catalysis-precedes"	"CPT1B"
"AACS"	"catalysis-precedes"	"CPT1C"
"AACS"	"catalysis-precedes"	"CPT2"
"AACS"	"catalysis-precedes"	"ENPP1"
"AACS"	"catalysis-precedes"	"FASN"
"AACS"	"catalysis-precedes"	"GLYCTK"
"AACS"	"catalysis-precedes"	"GNPNAT1"
"AACS"	"catalysis-precedes"	"GPD2"
"AACS"	"catalysis-precedes"	"HMGCS1"
"AACS"	"catalysis-precedes"	"HMGCS2"
"AACS"	"catalysis-precedes"	"IDH1"
"AACS"	"catalysis-precedes"	"IDH2"
"AACS"	"catalysis-precedes"	"LEFTY1"
"AACS"	"catalysis-precedes"	"MPI"
"AACS"	"catalysis-precedes"	"NANS"
"AACS"	"catalysis-precedes"	"NME1"
"AACS"	"catalysis-precedes"	"NME2"
"AACS"	"catalysis-precedes"	"NME3"
"AACS"	"catalysis-precedes"	"NME6"
"AACS"	"catalysis-precedes"	"NT5C2"
"AACS"	"catalysis-precedes"	"NUDT12"
"AACS"	"catalysis-precedes"	"OXSM"
"AACS"	"catalysis-precedes"	"PGM2"
"AACS"	"catalysis-precedes"	"PMM1"
"AACS"	"catalysis-precedes"	"PRPS1"
"AACS"	"catalysis-precedes"	"PRPS2"
"AACS"	"catalysis-precedes"	"PYCR1"
"AACS"	"catalysis-precedes"	"PYCR2"
"AACS"	"catalysis-precedes"	"PYCR3"
"AACS"	"catalysis-precedes"	"SAT1"
"AACS"	"catalysis-precedes"	"SAT2"
"AACS"	"catalysis-precedes"	"SLC16A7"
"AACS"	"catalysis-precedes"	"SLC25A16"
"AACS"	"catalysis-precedes"	"SLC27A2"
"AACS"	"catalysis-precedes"	"SLC27A3"
"AACS"	"catalysis-precedes"	"SLC27A4"
"AACS"	"catalysis-precedes"	"SLC27A5"
"AACS"	"catalysis-precedes"	"SLC27A6"
"AACS"	"catalysis-precedes"	"SLC33A1"
"AACS"	"catalysis-precedes"	"SLC7A6"
"AACS"	"catalysis-precedes"	"SLC7A9"
"AADAC"	"controls-production-of"	"CHEBI:176716"
"AADAC"	"controls-production-of"	"CHEBI:17790"
"AADAC"	"controls-production-of"	"CHEBI:4743"
"AANAT"	"catalysis-precedes"	"AACS"
"AANAT"	"catalysis-precedes"	"ACAT2"
"AANAT"	"catalysis-precedes"	"ACLY"
"AANAT"	"catalysis-precedes"	"ACOT12"
"AANAT"	"catalysis-precedes"	"ACOT6"
"AANAT"	"catalysis-precedes"	"ACP2"
"AANAT"	"catalysis-precedes"	"ACP3"
"AANAT"	"catalysis-precedes"	"ACP5"
"AANAT"	"catalysis-precedes"	"ACP6"
"AANAT"	"catalysis-precedes"	"ACSBG2"
"AANAT"	"catalysis-precedes"	"ACSL1"
"AANAT"	"catalysis-precedes"	"ACSL3"
"AANAT"	"catalysis-precedes"	"ACSL4"
"AANAT"	"catalysis-precedes"	"ACSL5"
"AANAT"	"catalysis-precedes"	"ACSS2"
"AANAT"	"catalysis-precedes"	"ALDH1A3"
"AANAT"	"catalysis-precedes"	"ALDH3B1"
"AANAT"	"catalysis-precedes"	"ALPG"
"AANAT"	"catalysis-precedes"	"ALPI"
"AANAT"	"catalysis-precedes"	"ALPL"
"AANAT"	"catalysis-precedes"	"ALPP"
"AANAT"	"catalysis-precedes"	"ASMT"
"AANAT"	"catalysis-precedes"	"BAAT"
"AANAT"	"catalysis-precedes"	"CHAT"
"AANAT"	"controls-production-of"	"CHEBI:17697"
"AANAT"	"controls-production-of"	"CHEBI:57287"
"AANAT"	"catalysis-precedes"	"CPT1A"
"AANAT"	"catalysis-precedes"	"CPT1B"
"AANAT"	"catalysis-precedes"	"CPT1C"
"AANAT"	"catalysis-precedes"	"CPT2"
"AANAT"	"catalysis-precedes"	"ENPP1"
"AANAT"	"catalysis-precedes"	"FASN"
"AANAT"	"catalysis-precedes"	"GLYCTK"
"AANAT"	"catalysis-precedes"	"GPD2"
"AANAT"	"catalysis-precedes"	"IDH1"
"AANAT"	"catalysis-precedes"	"IDH2"
"AANAT"	"catalysis-precedes"	"LEFTY1"
"AANAT"	"catalysis-precedes"	"NUDT12"
"AANAT"	"catalysis-precedes"	"PYCR1"
"AANAT"	"catalysis-precedes"	"PYCR2"
"AANAT"	"catalysis-precedes"	"PYCR3"
"AANAT"	"catalysis-precedes"	"SLC25A16"
"AANAT"	"catalysis-precedes"	"SLC27A2"
"AANAT"	"catalysis-precedes"	"SLC27A3"
"AANAT"	"catalysis-precedes"	"SLC27A4"
"AANAT"	"catalysis-precedes"	"SLC27A5"
"AANAT"	"catalysis-precedes"	"SLC27A6"
"ABAT"	"catalysis-precedes"	"ABCD1"
"ABAT"	"catalysis-precedes"	"ACO1"
"ABAT"	"catalysis-precedes"	"ACO2"
"ABAT"	"catalysis-precedes"	"ACSS1"
"ABAT"	"catalysis-precedes"	"ACSS2"
"ABAT"	"catalysis-precedes"	"ALDH18A1"
"ABAT"	"catalysis-precedes"	"ALDH4A1"
"ABAT"	"catalysis-precedes"	"ALDH6A1"
"ABAT"	"catalysis-precedes"	"BCAT2"
"ABAT"	"controls-production-of"	"CHEBI:16810"
"ABAT"	"controls-production-of"	"CHEBI:16865"
"ABAT"	"controls-production-of"	"CHEBI:16958"
"ABAT"	"controls-production-of"	"CHEBI:29985"
"ABAT"	"controls-production-of"	"CHEBI:30566"
"ABAT"	"controls-production-of"	"CHEBI:33094"
"ABAT"	"controls-transport-of-chemical"	"CHEBI:33094"
"ABAT"	"controls-production-of"	"CHEBI:33190"
"ABAT"	"controls-production-of"	"CHEBI:57700"
"ABAT"	"controls-production-of"	"CHEBI:57706"
"ABAT"	"catalysis-precedes"	"DLD"
"ABAT"	"catalysis-precedes"	"DLST"
"ABAT"	"catalysis-precedes"	"EARS2"
"ABAT"	"catalysis-precedes"	"FASN"
"ABAT"	"catalysis-precedes"	"FDFT1"
"ABAT"	"catalysis-precedes"	"FPGS"
"ABAT"	"catalysis-precedes"	"GLUD2"
"ABAT"	"catalysis-precedes"	"GOT2"
"ABAT"	"catalysis-precedes"	"HIBADH"
"ABAT"	"catalysis-precedes"	"IDH1"
"ABAT"	"catalysis-precedes"	"IDH2"
"ABAT"	"catalysis-precedes"	"LDHAL6B"
"ABAT"	"catalysis-precedes"	"LDHA"
"ABAT"	"catalysis-precedes"	"LDHB"
"ABAT"	"catalysis-precedes"	"NAGS"
"ABAT"	"catalysis-precedes"	"NDUFA10"
"ABAT"	"catalysis-precedes"	"NDUFA11"
"ABAT"	"catalysis-precedes"	"NDUFA12"
"ABAT"	"catalysis-precedes"	"NDUFA13"
"ABAT"	"catalysis-precedes"	"NDUFA1"
"ABAT"	"catalysis-precedes"	"NDUFA2"
"ABAT"	"catalysis-precedes"	"NDUFA3"
"ABAT"	"catalysis-precedes"	"NDUFA4L2"
"ABAT"	"catalysis-precedes"	"NDUFA4"
"ABAT"	"catalysis-precedes"	"NDUFA5"
"ABAT"	"catalysis-precedes"	"NDUFA6"
"ABAT"	"catalysis-precedes"	"NDUFA7"
"ABAT"	"catalysis-precedes"	"NDUFA8"
"ABAT"	"catalysis-precedes"	"NDUFA9"
"ABAT"	"catalysis-precedes"	"NDUFAB1"
"ABAT"	"catalysis-precedes"	"NDUFB10"
"ABAT"	"catalysis-precedes"	"NDUFB11"
"ABAT"	"catalysis-precedes"	"NDUFB1"
"ABAT"	"catalysis-precedes"	"NDUFB2"
"ABAT"	"catalysis-precedes"	"NDUFB3"
"ABAT"	"catalysis-precedes"	"NDUFB4"
"ABAT"	"catalysis-precedes"	"NDUFB5"
"ABAT"	"catalysis-precedes"	"NDUFB6"
"ABAT"	"catalysis-precedes"	"NDUFB7"
"ABAT"	"catalysis-precedes"	"NDUFB8"
"ABAT"	"catalysis-precedes"	"NDUFB9"
"ABAT"	"catalysis-precedes"	"NDUFC1"
"ABAT"	"catalysis-precedes"	"NDUFC2"
"ABAT"	"catalysis-precedes"	"NDUFS1"
"ABAT"	"catalysis-precedes"	"NDUFS3"
"ABAT"	"catalysis-precedes"	"NDUFS4"
"ABAT"	"catalysis-precedes"	"NDUFS5"
"ABAT"	"catalysis-precedes"	"NDUFS6"
"ABAT"	"catalysis-precedes"	"NDUFS8"
"ABAT"	"catalysis-precedes"	"NDUFV2"
"ABAT"	"catalysis-precedes"	"NDUFV3"
"ABAT"	"catalysis-precedes"	"OAT"
"ABAT"	"catalysis-precedes"	"OGDH"
"ABAT"	"catalysis-precedes"	"PDHX"
"ABAT"	"catalysis-precedes"	"SLC25A11"
"ABAT"	"catalysis-precedes"	"SLC25A12"
"ABAT"	"catalysis-precedes"	"SLC25A13"
"ABAT"	"catalysis-precedes"	"SLC25A18"
"ABAT"	"catalysis-precedes"	"SLC25A21"
"ABAT"	"catalysis-precedes"	"SLC25A22"
"ABAT"	"catalysis-precedes"	"TAT"
"ABCA1"	"catalysis-precedes"	"ACE2"
"ABCA1"	"catalysis-precedes"	"ACY3"
"ABCA1"	"catalysis-precedes"	"ATG9B"
"ABCA1"	"catalysis-precedes"	"BCAT1"
"ABCA1"	"catalysis-precedes"	"BCKDHB"
"ABCA1"	"catalysis-precedes"	"CDO1"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:15603"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:15699"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:16113"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:16414"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:16828"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:16857"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17191"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17196"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17203"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17295"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17561"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:17895"
"ABCA1"	"controls-transport-of-chemical"	"CHEBI:18145"
"ABCA1"	"catalysis-precedes"	"CLTRN"
"ABCA1"	"catalysis-precedes"	"CNDP2"
"ABCA1"	"catalysis-precedes"	"CPA1"
"ABCA1"	"catalysis-precedes"	"CPA2"
"ABCA1"	"catalysis-precedes"	"CPA6"
"ABCA1"	"catalysis-precedes"	"DPEP1"
"ABCA1"	"catalysis-precedes"	"GCLC"
"ABCA1"	"catalysis-precedes"	"GCLM"
"ABCA1"	"catalysis-precedes"	"GOT1"
"ABCA1"	"catalysis-precedes"	"LAP3"
"ABCA1"	"catalysis-precedes"	"LCAT"
"ABCA1"	"catalysis-precedes"	"NOS3"
"ABCA1"	"catalysis-precedes"	"OGDHL"
"ABCA1"	"catalysis-precedes"	"OGDH"
"ABCA1"	"catalysis-precedes"	"PAH"
"ABCA1"	"catalysis-precedes"	"PEPD"
"ABCA1"	"catalysis-precedes"	"PPCS"
"ABCA1"	"catalysis-precedes"	"PRODH2"
"ABCA1"	"catalysis-precedes"	"RPL36A"
"ABCA1"	"catalysis-precedes"	"SDS"
"ABCA1"	"catalysis-precedes"	"SLC16A10"
"ABCA1"	"catalysis-precedes"	"SLC1A4"
"ABCA1"	"catalysis-precedes"	"SLC1A5"
"ABCA1"	"catalysis-precedes"	"SLC36A1"
"ABCA1"	"catalysis-precedes"	"SLC38A1"
"ABCA1"	"catalysis-precedes"	"SLC38A2"
"ABCA1"	"catalysis-precedes"	"SLC38A3"
"ABCA1"	"catalysis-precedes"	"SLC38A4"
"ABCA1"	"catalysis-precedes"	"SLC38A5"
"ABCA1"	"catalysis-precedes"	"SLC3A1"
"ABCA1"	"catalysis-precedes"	"SLC3A2"
"ABCA1"	"catalysis-precedes"	"SLC43A1"
"ABCA1"	"catalysis-precedes"	"SLC43A2"
"ABCA1"	"catalysis-precedes"	"SLC6A14"
"ABCA1"	"catalysis-precedes"	"SLC6A20"
"ABCA1"	"catalysis-precedes"	"SLC6A7"
"ABCA1"	"catalysis-precedes"	"SLC7A10"
"ABCA1"	"catalysis-precedes"	"SLC7A1"
"ABCA1"	"catalysis-precedes"	"SLC7A2"
"ABCA1"	"catalysis-precedes"	"SLC7A3"
"ABCA1"	"catalysis-precedes"	"SLC7A5"
"ABCA1"	"catalysis-precedes"	"SLC7A6"
"ABCA1"	"catalysis-precedes"	"SLC7A7"
"ABCA1"	"catalysis-precedes"	"SLC7A8"
"ABCA1"	"catalysis-precedes"	"SLC7A9"
"ABCA1"	"catalysis-precedes"	"SOAT1"
"ABCA1"	"catalysis-precedes"	"SOAT2"
"ABCA1"	"catalysis-precedes"	"STS"
"ABCA1"	"catalysis-precedes"	"SULT2B1"
"ABCA1"	"catalysis-precedes"	"TDO2"
"ABCA1"	"catalysis-precedes"	"TMEM91"
"ABCA1"	"catalysis-precedes"	"TPH1"
"ABCA1"	"catalysis-precedes"	"TPH2"
"ABCA1"	"catalysis-precedes"	"TPSAB1"
"ABCA1"	"catalysis-precedes"	"TPSB2"
"ABCA1"	"catalysis-precedes"	"TPSD1"
"ABCA1"	"catalysis-precedes"	"TYR"
"ABCB11"	"controls-transport-of-chemical"	"CHEBI:29746"
"ABCB11"	"controls-transport-of-chemical"	"CHEBI:29747"
"ABCB11"	"controls-transport-of-chemical"	"CHEBI:36257"
"ABCB11"	"catalysis-precedes"	"SLC10A2"
"ABCB11"	"catalysis-precedes"	"SLC7A9"
"ABCB11"	"catalysis-precedes"	"SLCO1A2"
"ABCB11"	"catalysis-precedes"	"SLCO1B1"
"ABCB11"	"catalysis-precedes"	"SLCO4A1"
"ABCB4"	"controls-transport-of-chemical"	"CHEBI:16110"
"ABCB4"	"catalysis-precedes"	"LCAT"
"ABCB4"	"catalysis-precedes"	"LRAT"
"ABCB4"	"catalysis-precedes"	"PLA2G10"
"ABCB4"	"catalysis-precedes"	"PLA2G12A"
"ABCB4"	"catalysis-precedes"	"PLA2G1B"
"ABCB4"	"catalysis-precedes"	"PLA2G2A"
"ABCB4"	"catalysis-precedes"	"PLA2G2D"
"ABCB4"	"catalysis-precedes"	"PLA2G2E"
"ABCB4"	"catalysis-precedes"	"PLA2G2F"
"ABCB4"	"catalysis-precedes"	"PLA2G5"
"ABCB4"	"catalysis-precedes"	"PLD2"
