term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEblack	0.642883506585502	0.422462868990795	1.52175150474469	0.13157720620087	-0.196412719631182	1.48217973280219	Fibrosis	0.145188641325097
MEblue	-0.547260721705259	0.405019320297303	-1.35119658317422	0.180019390198418	-1.35190229383306	0.257380850422538	Fibrosis	0.180019390198418
MEbrown	0.54062189443764	0.259576633331941	2.08270631873981	0.0401153244122176	0.024927605635476	1.0563161832398	Fibrosis	0.0493727069688832
MEgreen	-0.28979700552324	0.209292400676843	-1.38465135182189	0.169582329232723	-0.705592889510695	0.125998878464215	Fibrosis	0.180019390198418
MEmagenta	0.375835965335124	0.233934965462504	1.606583114209	0.111648883608933	-0.0889166747296474	0.840588605399895	Fibrosis	0.127598724124495
MEred	1.27652399532777	0.317183543225447	4.02455935243917	0.000118748860600679	0.646383525271558	1.90666446538398	Fibrosis	0.000806589363377952
MEsalmon	-0.888697644576233	0.273020820455689	-3.25505447933583	0.00159828460384265	-1.4311011576576	-0.346294131494861	Fibrosis	0.00393423902484345
MEyellow	-0.728207273682949	0.300500445794481	-2.42331511940913	0.0173812248910765	-1.32520385881298	-0.131210688552921	Fibrosis	0.0231749665214353
age	0.213296084644345	0.0748562586821791	2.8494088323322	0.00542870785032959	0.0645810613081247	0.362011107980566	Fibrosis	0.0108574157006592
inflammation	0.213355157215978	0.0858333919487036	2.48568945455966	0.0147768947450938	0.042832142689241	0.383878171742715	Fibrosis	0.0205591579062174
MEblue	0.465265768329662	0.181994961241451	2.55647609777723	0.0121587381214926	0.103960088892127	0.826571447767196	Steatosis	0.0182231771661494
MEmagenta	0.394239101866823	0.175961712139988	2.24048230192931	0.0273898541985308	0.0449109362623659	0.743567267471281	Steatosis	0.0350590133741195
MEpink	-0.653313045242447	0.113208564663308	-5.77088003178434	9.85060820186777e-08	-0.878060461845695	-0.428565628639199	Steatosis	1.57609731229884e-06
MEsalmon	-0.585204125015018	0.123955581716157	-4.72107925204259	8.07932338431853e-06	-0.831287068007126	-0.33912118202291	Steatosis	8.6179449432731e-05
MEturquoise	-0.999994922897156	0.254511517277754	-3.92907532670059	0.000161737136967894	-1.50526416797652	-0.494725677817788	Steatosis	0.000862598063828767
MEbrown	0.666781565707893	0.203295544685305	3.27986315066595	0.00146746100269697	0.263019066111282	1.0705440653045	Ballooning	0.00391322934052525
MEgreen	-0.595393687839585	0.232969603857449	-2.55567111752441	0.012238238907854	-1.05809143032639	-0.132695945352781	Ballooning	0.0182231771661494
MEgreenyellow	0.490903208546144	0.143075326468811	3.43108221845056	0.000902142749170117	0.206743260353124	0.775063156739165	Ballooning	0.00320761866371597
MEmagenta	0.377447160038622	0.21277090009675	1.77396044227378	0.0793782241969907	-0.0451342132889098	0.800028533366154	Ballooning	0.0940778953445816
MEred	1.42227050608289	0.368482278577333	3.85980707559157	0.000210589724866462	0.690432894561477	2.15410811760431	Ballooning	0.000962695885103825
MEsalmon	-1.02709957355561	0.303195985461327	-3.38757642847028	0.00103920682026639	-1.62927297163487	-0.424926175476354	Ballooning	0.00332546182485243
MEtan	0.307085432366634	0.110716164203839	2.77362781283914	0.00671198964878978	0.0871935735760744	0.526977291157193	Ballooning	0.0121540418220664
MEyellow	-0.62123290736576	0.228025072406019	-2.72440614012655	0.00770956726120832	-1.07411038359315	-0.168355431138375	Ballooning	0.0129845343346666
MEblue	0.694901112425052	0.272780616109289	2.54747247930051	0.0125284343017277	0.153055928417325	1.23674629643278	NAS	0.0182231771661494
MEgreenyellow	0.563249930014135	0.192292996403134	2.92912347589251	0.00429552822744831	0.181283515004248	0.945216345024022	NAS	0.00916379355188972
MEmagenta	0.34980682961718	0.126383239610373	2.76782610333142	0.00683664852491233	0.0987620497537204	0.600851609480639	NAS	0.0121540418220664
MEpurple	-0.366030759822812	0.268695928713306	-1.36224899861941	0.176481662727705	-0.899762214104216	0.167700694458592	NAS	0.180019390198418
MEred	0.932334102644572	0.282263703460364	3.30306054662637	0.00136814911697022	0.371651930569314	1.49301627471983	NAS	0.00391322934052525
MEsalmon	-0.948276540759288	0.23671331827781	-4.00601262175869	0.000126029588027805	-1.41847846833295	-0.478074613185624	NAS	0.000806589363377952
MEtan	0.308455626640172	0.0976379212341279	3.15917855215824	0.00214788373021665	0.114509890495776	0.502401362784568	NAS	0.00490944852620948
MEturquoise	-1.01401544983808	0.292636915318127	-3.46509752105519	0.000810486934638959	-1.59530273296554	-0.432728166710615	NAS	0.00320761866371597
inflammation	0.414609207144686	0.0693987227592953	5.97430601976248	4.42954671100221e-08	0.27675716970979	0.552461244579581	NAS	1.41745494752071e-06
