term	estimate	std.error	statistic	p.value	conf.low	conf.high	variable	p.value_adjust
MEbrown	0.400897733239364	0.0875594989323246	4.57857500474301	1.4325832754651e-05	0.22704629555114	0.574749170927588	Fibrosis	0.000117082417628699
MEmagenta	0.375119817552057	0.106708854293787	3.51535793383453	0.000677741352757898	0.163246885897015	0.586992749207099	Fibrosis	0.0023344424372772
MEpurple	0.299757044740051	0.112113410217143	2.673694825262	0.00884661668711991	0.0771532406063068	0.522360848873795	Fibrosis	0.0161320657235716
MEred	0.580244534525036	0.0994741757855854	5.83311728840801	7.66231837935965e-08	0.382736226642397	0.777752842407675	Fibrosis	2.37531869760149e-06
age	0.179452150650206	0.0773460840632553	2.32011940647759	0.0224983379233597	0.0258796876060273	0.333024613694384	Fibrosis	0.0359401155609898
inflammation	0.187266491941883	0.0811348598798873	2.30808917670054	0.0231871713296708	0.0261713256978044	0.348361658185961	Fibrosis	0.0359401155609898
MEblue	1.02942357035817	0.341815505536934	3.01163508876262	0.00334610939364107	0.350645719291386	1.70820142142494	Steatosis	0.00691529274685821
MEgreenyellow	0.575702036198034	0.286475501878378	2.00960302861236	0.047371178914502	0.0068184648023214	1.14458560759375	Steatosis	0.0564810210134447
MEmagenta	0.307703738939512	0.203836944194338	1.50955824105245	0.134546300022495	-0.0970760346723136	0.712483512551337	Steatosis	0.143825355196461
MEpink	-0.480988664530728	0.23683040887551	-2.03094132554389	0.0451156895322661	-0.951286920167978	-0.0106904088934781	Steatosis	0.05594345502001
MEpurple	-0.729006705913497	0.299110155244709	-2.43725160490482	0.0167014184296341	-1.3229801948877	-0.135033216939293	Steatosis	0.0287635539621476
MEsalmon	-0.573221152924732	0.159823343234786	-3.58659217935798	0.000536457384204941	-0.890598637895186	-0.255843667954277	Steatosis	0.00207877236379415
MEturquoise	-1.5360569016684	0.412679228307014	-3.72215705638968	0.000338147904194448	-2.3555560619833	-0.716557741353499	Steatosis	0.00149751214714684
MEbrown	0.216842561201755	0.147527842273637	1.46984160996236	0.14505366330141	-0.0762033743312702	0.509888496734779	Ballooning	0.149888785411457
MEgreen	0.411339701308708	0.145639980688762	2.82435976277529	0.0058208246509125	0.122043770898583	0.700635631718833	Ballooning	0.011277847761143
MEpurple	0.58480189944523	0.174279537678603	3.35553965333376	0.00115682416006475	0.238617007317813	0.930986791572646	Ballooning	0.00296040147948253
MEred	1.66567828668301	0.364227104095831	4.57318598191077	1.51074087262837e-05	0.942185888087001	2.38917068527902	Ballooning	0.000117082417628699
MEsalmon	-1.17597812094339	0.313409927568543	-3.75220443738561	0.000308217246517504	-1.79852844103354	-0.553427800853242	Ballooning	0.00149751214714684
MEtan	0.508890418279396	0.106514266598846	4.77767377581427	6.76888395997817e-06	0.297312912487795	0.720467924070998	Ballooning	0.000104917701379662
MEyellow	-0.55525961973809	0.253275364237801	-2.19231594596289	0.030907872025725	-1.05836001703711	-0.0521592224390687	Ballooning	0.0435520014907943
age	0.173619046667279	0.0835247844869234	2.07865303375265	0.0404641678766988	0.00770732293471602	0.339530770399842	Ballooning	0.0545386610512027
inflammation	-0.122305409735865	0.0863894005916759	-1.41574555325309	0.160263558482712	-0.293907341455088	0.0492965219833584	Ballooning	0.160263558482712
MEblue	0.60628134643023	0.27337227610547	2.21778651100787	0.0290588528511926	0.0632609025229056	1.14930179033756	NAS	0.042896401827951
MEgreen	0.489462934346554	0.237604648432571	2.05998888311083	0.0422554351606594	0.0174904889164269	0.961435379776681	NAS	0.0545799370825184
MEpink	-0.509908270572661	0.152647295808004	-3.34043435144775	0.00121427697323225	-0.81312337164946	-0.206693169495862	NAS	0.00296040147948253
MEred	1.06020170003584	0.323389412774408	3.27840571817179	0.00147946808589753	0.417828358519901	1.70257504155177	NAS	0.00327596504734452
MEsalmon	-1.09560737581236	0.25580500134538	-4.28297871445093	4.5644195525539e-05	-1.60373258647084	-0.587482165153868	NAS	0.000282994012258342
MEtan	0.25332403747311	0.129910880258601	1.94998322672313	0.0542562815060131	-0.00472796718298824	0.511376042129208	NAS	0.0622942491365335
MEturquoise	-0.824656058656473	0.247382940669814	-3.33352031641161	0.00124145868494429	-1.31605188039589	-0.333260236917058	NAS	0.00296040147948253
MEyellow	-0.404649456924244	0.250912489553527	-1.61271149811743	0.110270035944038	-0.903056293931671	0.093757380083183	NAS	0.122084682652328
inflammation	0.255643330034011	0.0745930856750067	3.42717193853354	0.000917489825302847	0.107473328771587	0.403813331296435	NAS	0.00284421845843883
